group,n_rows,n_cases,ir_gap_mV_mean,ir_gap_mV_median,ir_gap_mV_q25,ir_gap_mV_q75,ir_gap_mV_sem,strict_cand_b_bv_mV_dec_mean,strict_cand_b_bv_mV_dec_median,strict_cand_b_bv_mV_dec_q25,strict_cand_b_bv_mV_dec_q75,strict_cand_b_bv_mV_dec_sem,bv_gap_mV_mean,bv_gap_mV_median,bv_gap_mV_q25,bv_gap_mV_q75,bv_gap_mV_sem,ab_n_rows,ab_n_cases,branch_slope_median,branch_slope_q025,branch_slope_q975,branch_intercept_median_mV,branch_intercept_q025_mV,branch_intercept_q975_mV
both_better,85,58,-24.1557224880827,-19.546942095403985,-34.31556786343086,-11.06642877517399,2.225996250459334,48.94924326254234,36.98125607368162,36.981256073681614,55.63384761012658,2.2722789985677183,-13.815422343175776,-8.231335327805226,-19.658099329554243,0.6875245266236298,2.22495868955483,89,62,2.1945812524567394,1.9144465036613718,2.4733802106621643,-12.567018758764831,-20.168718291766222,-4.999676000099963
remaining_alkaline_pm,30,22,-13.019649882522607,-13.189255738146791,-22.973097787551435,-4.154396572031256,3.488929259927894,73.00930452923384,59.84019471409802,44.76845144635395,89.48423179297296,6.290959487586484,19.331235856723524,15.875649795804605,4.925266057653407,33.80414054985273,4.274956929550765,33,25,1.072492582239661,0.8614051981663596,1.2810266596257587,1.1113748149299179,-12.114127410386795,14.522060759697036
