curve_uid,source_record_id,source_doi,paper_key,figure_id,panel_id,curve_label,condition_label,native_point_count,fit_point_count,axis_orientation,linear_axes,current_density_basis,reference_basis,reference_axis_ready,potential_unit_mode,current_unit_mode,eta_rule,selected_current_sign,selected_current_sign_rule,selected_current_sign_raw_point_count,j_min_mA,j_max_mA,y_min_mV,y_max_mV,fit_range_ok,canonical_fit_eligible,current_reaches_20_mA_cm2,retained_source_record,retained_source_record_id,included_figure4,selection_reason
batch0/case2/figure_6__panel_a/curve_20wt_ptc,batch0/case2,10.1002/adma.202312724,10.1002/adma.202312724,figure_6,a,20 wt% Pt/C,20 wt% Pt/C,17,17,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,17,1.2813571557480647,46.7605125428623,1.9667170953101705,35.8547655068079,True,True,True,True,batch0/case2,True,included
batch0/case2/figure_6__panel_a/curve_pt_te_utpnbs,batch0/case2,10.1002/adma.202312724,10.1002/adma.202312724,figure_6,a,Pt/TE-UTPNBs,Pt/TE-UTPNBs,22,22,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,22,1.091860674968422,49.79245623533659,8.320726172465996,52.79878971255676,True,True,True,True,batch0/case2,True,included
batch0/case2/figure_6__panel_a/curve_pt_te_pnss,batch0/case2,10.1002/adma.202312724,10.1002/adma.202312724,figure_6,a,Pt/TE-PNSs,Pt/TE-PNSs,51,51,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,51,1.2813571557480647,49.79245623533659,14.674735249621818,120.57488653555222,True,True,True,True,batch0/case2,True,included
batch0/case2/figure_6__panel_a/curve_ptnps_te_utpnbs,batch0/case2,10.1002/adma.202312724,10.1002/adma.202312724,figure_6,a,PtNPs/TE-UTPNBs,PtNPs/TE-UTPNBs,25,25,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,25,1.091860674968422,49.79245623533659,35.8547655068079,137.51891074130108,True,True,True,True,batch0/case2,True,included
batch0/case2/figure_6__panel_a/curve_te_utpnbs,batch0/case2,10.1002/adma.202312724,10.1002/adma.202312724,figure_6,a,TE-UTPNBs,TE-UTPNBs,28,28,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,28,1.2813571557480647,48.655477350658735,60.211800302571895,399.0922844175492,True,True,True,True,batch0/case2,True,included
batch0/case2/figure_6__panel_a/curve_te_pnss,batch0/case2,10.1002/adma.202312724,10.1002/adma.202312724,figure_6,a,TE-PNSs,TE-PNSs,31,29,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,31,0.5233712326294941,27.810864464898035,13.615733736762515,388.50226928895614,True,True,True,True,batch0/case2,True,included
batch0/case3/figure_3__panel_a/curve_1,batch0/case3,10.1002/adma.202400433,10.1002/adma.202400433,figure_3,a,Pt/C,Pt/C,21,18,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,18,3.7087772704211104,32.688990360223244,7.344632768361486,21.468926553672222,True,True,True,True,batch0/case3,True,included
batch0/case3/figure_3__panel_a/curve_2,batch0/case3,10.1002/adma.202400433,10.1002/adma.202400433,figure_3,a,Ru-PtFeNiCuW/CNTs,Ru-PtFeNiCuW/CNTs,32,28,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,28,2.281075596144093,48.0314561136479,1.4124293785309934,14.406779661016856,True,True,True,True,batch0/case3,True,included
batch0/case3/figure_3__panel_a/curve_3,batch0/case3,10.1002/adma.202400433,10.1002/adma.202400433,figure_3,a,Ru-PtFeNiCu/CNTs,Ru-PtFeNiCu/CNTs,31,30,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,31,0.9386098427194364,48.0314561136479,10.169491525423634,121.75141242937845,True,True,True,True,batch0/case3,True,included
batch0/case3/figure_3__panel_a/curve_4,batch0/case3,10.1002/adma.202400433,10.1002/adma.202400433,figure_3,a,Ru-PtFeNiCu-CO/CNTs,Ru-PtFeNiCu-CO/CNTs,32,29,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,29,1.5778792491121303,48.0314561136479,0.9887005649716553,33.47457627118635,True,True,True,True,batch0/case3,True,included
batch0/case3/figure_3__panel_a/curve_5,batch0/case3,10.1002/adma.202400433,10.1002/adma.202400433,figure_3,a,PtFeNiCuW/CNTs,PtFeNiCuW/CNTs,44,32,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,35,0.5124302384576404,48.0314561136479,10.169491525423634,83.61581920903946,True,True,True,True,batch0/case3,True,included
batch0/case3/figure_3__panel_d/curve_1,batch0/case3,10.1002/adma.202400433,10.1002/adma.202400433,figure_3,d,Pt/C,Pt/C,39,39,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,39,0.23965141612200436,9.847494553376906,18.103827540695132,76.61680598328202,True,True,False,True,batch0/case3,False,current_below_20_mA_cm2
batch0/case3/figure_3__panel_d/curve_2,batch0/case3,10.1002/adma.202400433,10.1002/adma.202400433,figure_3,d,Ru-PtFeNiCuW/CNTs,Ru-PtFeNiCuW/CNTs,30,29,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,29,0.30501089324618735,9.869281045751634,5.7853057633084175,21.18345798504181,True,True,False,True,batch0/case3,False,current_below_20_mA_cm2
batch0/case3/figure_3__panel_d/curve_3,batch0/case3,10.1002/adma.202400433,10.1002/adma.202400433,figure_3,d,Ru-PtFeNiCu/CNTs,Ru-PtFeNiCu/CNTs,24,21,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,21,0.2178649237472767,9.738562091503269,25.802903651561827,118.19181698196218,True,True,False,True,batch0/case3,False,current_below_20_mA_cm2
batch0/case3/figure_3__panel_d/curve_4,batch0/case3,10.1002/adma.202400433,10.1002/adma.202400433,figure_3,d,Ru-PtFeNiCu-CO/CNTs,Ru-PtFeNiCu-CO/CNTs,22,16,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,16,0.26143790849673204,9.607843137254902,15.024197096348454,61.21865376154863,True,True,False,True,batch0/case3,False,current_below_20_mA_cm2
batch0/case3/figure_3__panel_d/curve_5,batch0/case3,10.1002/adma.202400433,10.1002/adma.202400433,figure_3,d,PtFeNiCuW/CNTs,PtFeNiCuW/CNTs,35,17,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,17,0.3703703703703704,9.825708061002178,53.51957765068193,127.43070831500222,True,True,False,True,batch0/case3,False,current_below_20_mA_cm2
batch0/case3/figure_4__a/curve_1,batch0/case3,10.1002/adma.202400433,10.1002/adma.202400433,figure_4,a,Pt/C,Pt/C,24,24,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,24,2.4522028262676616,48.05694098088113,8.101851851851787,91.43518518518513,True,True,True,True,batch0/case3,True,included
batch0/case3/figure_4__a/curve_2,batch0/case3,10.1002/adma.202400433,10.1002/adma.202400433,figure_4,a,Ru-PtFeNiCuW/CNTs,Ru-PtFeNiCuW/CNTs,16,11,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,11,2.6704073150457166,39.76517040731505,1.157407407407342,42.82407407407401,True,True,True,True,batch0/case3,True,included
batch0/case3/figure_4__a/curve_3,batch0/case3,10.1002/adma.202400433,10.1002/adma.202400433,figure_4,a,Ru-PtFeNiCu/CNTs,Ru-PtFeNiCu/CNTs,23,21,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,21,0.27015793848711306,44.3474646716542,4.629629629629564,275.462962962963,True,True,True,True,batch0/case3,True,included
batch0/case3/figure_4__a/curve_4,batch0/case3,10.1002/adma.202400433,10.1002/adma.202400433,figure_4,a,Ru-PtFeNiCu-CO/CNTs,Ru-PtFeNiCu-CO/CNTs,31,31,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,31,1.5793848711554423,48.92975893599335,8.101851851851787,112.26851851851848,True,True,True,True,batch0/case3,True,included
batch0/case3/figure_4__a/curve_5,batch0/case3,10.1002/adma.202400433,10.1002/adma.202400433,figure_4,a,PtFeNiCuW/CNTs,PtFeNiCuW/CNTs,28,20,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,21,0.9247714048212776,42.60182876142976,18.518518518518455,292.8240740740741,True,True,True,True,batch0/case3,True,included
batch0/case3/figure_4__e/curve_1,batch0/case3,10.1002/adma.202400433,10.1002/adma.202400433,figure_4,e,after I-t,after I-t,35,27,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,27,3.088235294117647,48.970588235294116,2.0134228187919465,71.81208053691276,True,True,True,True,batch0/case3,True,included
batch0/case3/figure_4__e/curve_2,batch0/case3,10.1002/adma.202400433,10.1002/adma.202400433,figure_4,e,initial,initial,19,19,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,19,13.23529411764706,45.294117647058826,32.61744966442953,61.61073825503356,True,True,True,True,batch0/case3,True,included
batch0/case4/figure_4__panel_a/curve_red,batch0/case4,10.1002/adma.202403525,10.1002/adma.202403525,figure_4,a,HTS-Ru-NCs/TiN,HTS-Ru-NCs/TiN,10,10,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,10,4.956625683060119,90.41974043715847,5.0322580645161,81.12258064516129,True,True,True,True,batch0/case4,True,included
batch0/case4/figure_4__panel_a/curve_blue,batch0/case4,10.1002/adma.202403525,10.1002/adma.202403525,figure_4,a,HTS-Ru-NCs/TiO2,HTS-Ru-NCs/TiO2,51,49,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,51,0.45252732240438076,97.99351092896177,0.2580645161290176,258.3225806451613,True,True,True,True,batch0/case4,True,included
batch0/case4/figure_4__panel_a/curve_orange,batch0/case4,10.1002/adma.202403525,10.1002/adma.202403525,figure_4,a,Pt/C,Pt/C,18,14,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,14,1.639515027322413,95.53346994535521,1.8838709677419092,126.24516129032254,True,True,True,True,batch0/case4,True,included
batch0/case4/figure_4__panel_a/curve_green,batch0/case4,10.1002/adma.202403525,10.1002/adma.202403525,figure_4,a,TiN,TiN,49,5,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,49,0.45252732240438076,1.1697404371584792,103.48387096774192,382.1935483870967,False,False,False,True,batch0/case4,False,insufficient_points_or_range
batch0/case4/figure_4__panel_c/curve_1,batch0/case4,10.1002/adma.202403525,10.1002/adma.202403525,figure_4,c,Initial,Initial,35,23,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,23,3.9040114613180537,97.38538681948424,0.9020618556700883,85.95360824742266,True,True,True,True,batch0/case4,True,included
batch0/case4/figure_4__panel_c/curve_2,batch0/case4,10.1002/adma.202403525,10.1002/adma.202403525,figure_4,c,After 5000 cycles,After 5000 cycles,30,24,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,24,2.4713467048710624,97.38538681948424,0.9020618556700883,89.81958762886596,True,True,True,True,batch0/case4,True,included
batch0/case4/figure_4__panel_e/curve_1,batch0/case4,10.1002/adma.202403525,10.1002/adma.202403525,figure_4,e,HTS-Ru-NCs/TiN,,38,27,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,27,12.446717817561826,499.40323955669226,5.778191985088527,199.62721342031685,True,True,True,True,batch0/case4,True,included
batch0/case5/figure_3__panel_a/curve_green,batch0/case5,10.1002/adma.202409575,10.1002/adma.202409575,figure_3,a,Zn@NPC,Zn@NPC,23,2,potential_x_current_y,True,True,overpotential,True,V,mA,abs_overpotential_axis,-1.0,single_current_sign,18,0.5671077504725844,1.1972274732199064,174.48979591836732,266.3265306122448,False,False,False,True,batch0/case5,False,insufficient_points_or_range
batch0/case5/figure_3__panel_a/curve_blue,batch0/case5,10.1002/adma.202409575,10.1002/adma.202409575,figure_3,a,Zn1Pt1@NPC,Zn1Pt1@NPC,22,21,potential_x_current_y,True,True,overpotential,True,V,mA,abs_overpotential_axis,-1.0,dominant_high_eta_current_sign,21,0.37807183364838964,133.5223692501575,5.204081632653084,161.22448979591834,True,True,True,True,batch0/case5,True,included
batch0/case5/figure_3__panel_a/curve_red,batch0/case5,10.1002/adma.202409575,10.1002/adma.202409575,figure_3,a,I-PtZn@NPC,I-PtZn@NPC,16,15,potential_x_current_y,True,True,overpotential,True,V,mA,abs_overpotential_axis,-1.0,single_current_sign,16,1.8273471959672285,178.89098928796471,2.040816326530612,46.938775510204074,True,True,True,True,batch0/case5,True,included
batch0/case5/figure_3__panel_a/curve_gray,batch0/case5,10.1002/adma.202409575,10.1002/adma.202409575,figure_3,a,Pt/C,Pt/C,15,15,potential_x_current_y,True,True,overpotential,True,V,mA,abs_overpotential_axis,-1.0,single_current_sign,15,3.0875866414618724,177.00063011972273,12.244897959183673,97.95918367346938,True,True,True,True,batch0/case5,True,included
batch0/case5/figure_3__panel_a/curve_purple,batch0/case5,10.1002/adma.202409575,10.1002/adma.202409575,figure_3,a,PtZn@NPC,PtZn@NPC,29,14,potential_x_current_y,True,True,overpotential,True,V,mA,abs_overpotential_axis,-1.0,single_current_sign,29,0.5671077504725844,20.730938878386887,30.61224489795918,229.0816326530612,True,True,True,True,batch0/case5,True,included
batch0/case6/figure_5__panel_a/curve_red,batch0/case6,10.1002/adma.202410039,10.1002/adma.202410039,figure_5,a,Ru/Mo2C/MoO2,Ru/Mo2C/MoO2,24,13,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,13,83.70370370370374,461.4814814814815,53.367217280813215,114.35832274459975,True,True,True,True,batch0/case6,True,included
batch0/case6/figure_5__panel_a/curve_black,batch0/case6,10.1002/adma.202410039,10.1002/adma.202410039,figure_5,a,Pt/C,Pt/C,40,27,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,27,3.703703703703746,488.14814814814815,2.5412960609911055,266.83608640406607,True,True,True,True,batch0/case6,True,included
batch0/case6/figure_5__panel_b/curve_1,batch0/case6,10.1002/adma.202410039,10.1002/adma.202410039,figure_5,b,Ru/Mo2C/MoO2,Ru/Mo2C/MoO2,28,0,unknown,True,False,rhe,True,V,A_to_mA,minus_E_RHE_negative_branch,0.0,no_valid_points,0,,,,,False,False,False,True,batch0/case6,False,unsupported_current_density_axes
batch0/case6/figure_5__panel_b/curve_2,batch0/case6,10.1002/adma.202410039,10.1002/adma.202410039,figure_5,b,Pt/C,Pt/C,34,3,unknown,True,False,rhe,True,V,A_to_mA,minus_E_RHE_negative_branch,-1.0,dominant_high_eta_current_sign,3,76.66098807495788,417.37649063032416,16.878172588832502,42.25888324873097,False,False,True,True,batch0/case6,False,unsupported_current_density_axes
batch0/case7/figure_4__panel_a/curve_black,batch0/case7,10.1002/adma.202410537,10.1002/adma.202410537,figure_4,a,Au_n-2LWS2,Au_n-2LWS2,28,16,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,dominant_high_eta_current_sign,16,0.29432573935191914,7.79397198245366,150.4880212954747,292.81277728482695,True,True,False,True,batch0/case7,False,current_below_20_mA_cm2
batch0/case7/figure_4__panel_a/curve_blue,batch0/case7,10.1002/adma.202410537,10.1002/adma.202410537,figure_4,a,Ru/C,Ru/C,20,20,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,20,8.41658412339041,33.03806424225272,97.42679680567878,297.6042590949424,True,True,True,True,batch0/case7,True,included
batch0/case7/figure_4__panel_a/curve_magenta,batch0/case7,10.1002/adma.202410537,10.1002/adma.202410537,figure_4,a,Ru1/Au_n-5LWS2,Ru1/Au_n-5LWS2,18,18,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,18,9.605207301542384,40.849016555822836,105.23513753327417,297.2493345164153,True,True,True,True,batch0/case7,True,included
batch0/case7/figure_4__panel_a/curve_green,batch0/case7,10.1002/adma.202410537,10.1002/adma.202410537,figure_4,a,Ru1/2LWS2,Ru1/2LWS2,28,26,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,26,1.2565445026178044,79.28116598273665,25.820763087843808,287.93256433007986,True,True,True,True,batch0/case7,True,included
batch0/case7/figure_4__panel_a/curve_cyan,batch0/case7,10.1002/adma.202410537,10.1002/adma.202410537,figure_4,a,Ru1/Au_n-1LWS2,Ru1/Au_n-1LWS2,35,32,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,32,2.388566577048256,79.13966322343285,6.92102928127769,278.1721384205856,True,True,True,True,batch0/case7,True,included
batch0/case7/figure_4__panel_a/curve_orange,batch0/case7,10.1002/adma.202410537,10.1002/adma.202410537,figure_4,a,Pt/C,Pt/C,36,33,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,33,3.7469930663647966,73.22484788453374,16.94764862466723,297.51552795031057,True,True,True,True,batch0/case7,True,included
batch0/case7/figure_4__panel_a/curve_red,batch0/case7,10.1002/adma.202410537,10.1002/adma.202410537,figure_4,a,Ru1/Au_n-2LWS2,Ru1/Au_n-2LWS2,20,17,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,17,5.897835007782654,78.6019527380784,7.364685004436518,117.39130434782608,True,True,True,True,batch0/case7,True,included
batch0/case7/figure_4__panel_d/curve_green,batch0/case7,10.1002/adma.202410537,10.1002/adma.202410537,figure_4,d,Ru$_1$/Au$_n$-5LWS$_2$,Ru1/Au_n-5LWS2,56,0,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,0.0,no_valid_points,0,,,,,False,False,False,True,batch0/case7,False,insufficient_points_or_range
batch0/case7/figure_4__panel_d/curve_blue,batch0/case7,10.1002/adma.202410537,10.1002/adma.202410537,figure_4,d,Ru$_1$/Au$_n$-1LWS$_2$,Ru1/Au_n-1LWS2,48,0,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,0.0,no_valid_points,0,,,,,False,False,False,True,batch0/case7,False,insufficient_points_or_range
batch0/case7/figure_4__panel_d/curve_red,batch0/case7,10.1002/adma.202410537,10.1002/adma.202410537,figure_4,d,Ru$_1$/Au$_n$-2LWS$_2$,Ru1/Au_n-2LWS2,31,0,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,0.0,no_valid_points,0,,,,,False,False,False,True,batch0/case7,False,insufficient_points_or_range
batch0/case8/figure_3__panel_a/curve_1,batch0/case8,10.1002/adma.202411134,10.1002/adma.202411134,figure_3,a,NFM-OV_R/NF,NFM-OV_R/NF,34,23,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,24,7.936507936507901,493.28449328449324,7.039337474120037,205.79710144927535,True,True,True,True,batch0/case8,True,included
batch0/case8/figure_3__panel_a/curve_2,batch0/case8,10.1002/adma.202411134,10.1002/adma.202411134,figure_3,a,NFM-OV_P/NF,NFM-OV_P/NF,30,24,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,24,22.58852258852255,447.4969474969474,77.43271221532088,276.19047619047615,True,True,True,True,batch0/case8,True,included
batch0/case8/figure_3__panel_a/curve_3,batch0/case8,10.1002/adma.202411134,10.1002/adma.202411134,figure_3,a,NF-OV_R/NF,NF-OV_R/NF,34,24,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,27,11.599511599511564,447.4969474969474,56.72877846790887,354.86542443064184,True,True,True,True,batch0/case8,True,included
batch0/case8/figure_3__panel_a/curve_4,batch0/case8,10.1002/adma.202411134,10.1002/adma.202411134,figure_3,a,NF-OV_P/NF,NF-OV_P/NF,46,28,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,40,2.442002442002407,473.13797313797306,31.88405797101445,427.32919254658384,True,True,True,True,batch0/case8,True,included
batch0/case8/figure_3__panel_a/curve_5,batch0/case8,10.1002/adma.202411134,10.1002/adma.202411134,figure_3,a,Pt/C/NF,Pt/C/NF,35,20,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,20,31.746031746031708,469.4749694749694,46.376811594202856,238.92339544513456,True,True,True,True,batch0/case8,True,included
batch0/case9/figure_3__panel_a/curve_1,batch0/case9,10.1002/adma.202411942,10.1002/adma.202411942,figure_3,a,Com. RuO2,Com. RuO2,37,33,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,37,1.9801980198019884,196.46393210749648,37.89919199692186,285.6868026163909,True,True,True,True,batch0/case9,True,included
batch0/case9/figure_3__panel_a/curve_2,batch0/case9,10.1002/adma.202411942,10.1002/adma.202411942,figure_3,a,Com. Pt/C,Com. Pt/C,30,30,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,30,5.516265912305524,196.46393210749648,2.8857252789534003,218.3532127741439,True,True,True,True,batch0/case9,True,included
batch0/case9/figure_3__panel_a/curve_3,batch0/case9,10.1002/adma.202411942,10.1002/adma.202411942,figure_3,a,Ru NS,Ru NS,24,24,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,24,35.21923620933523,196.46393210749648,58.09926894959597,176.60638707195073,True,True,True,True,batch0/case9,True,included
batch0/case9/figure_3__panel_a/curve_4,batch0/case9,10.1002/adma.202411942,10.1002/adma.202411942,figure_3,a,Ru-Sn NS,Ru-Sn NS,30,30,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,30,2.6874115983026954,196.46393210749648,2.8857252789534003,151.01962293189686,True,True,True,True,batch0/case9,True,included
batch0/case9/figure_3__panel_a/curve_5,batch0/case9,10.1002/adma.202411942,10.1002/adma.202411942,figure_3,a,Ru-Sn/SnO2 NS,Ru-Sn/SnO2 NS,29,29,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,29,4.10183875530411,196.46393210749648,2.8857252789534003,117.35282801077335,True,True,True,True,batch0/case9,True,included
batch0/case9/figure_3__panel_f/curve_1,batch0/case9,10.1002/adma.202411942,10.1002/adma.202411942,figure_3,f,initial,initial,31,28,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,31,4.360902255639106,198.34586466165413,3.0259365994236314,101.46974063400577,True,True,True,True,batch0/case9,True,included
batch0/case9/figure_3__panel_f/curve_2,batch0/case9,10.1002/adma.202411942,10.1002/adma.202411942,figure_3,f,After 10000 cycles,After 10000 cycles,39,39,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,39,2.105263157894745,196.09022556390977,1.4121037463976946,101.46974063400577,True,True,True,True,batch0/case9,True,included
batch0/case10/figure_4__panel_a/curve_1,batch0/case10,10.1002/adma.202412541,10.1002/adma.202412541,figure_4,a,Ir/C,Ir/C,41,35,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,41,0.4530011325028297,98.75424688561722,38.639053254437876,85.68047337278108,True,True,True,True,batch0/case10,True,included
batch0/case10/figure_4__panel_a/curve_2,batch0/case10,10.1002/adma.202412541,10.1002/adma.202412541,figure_4,a,Pt/C,Pt/C,31,28,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,31,2.0385050962627393,99.1506228765572,11.124260355029593,46.03550295857989,True,True,True,True,batch0/case10,True,included
batch0/case10/figure_4__panel_a/curve_3,batch0/case10,10.1002/adma.202412541,10.1002/adma.202412541,figure_4,a,A1-Ir2Ce/C,A1-Ir2Ce/C,49,32,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,36,0.45300113250282975,98.35787089467725,24.142011834319536,75.62130177514793,True,True,True,True,batch0/case10,True,included
batch0/case10/figure_4__panel_a/curve_4,batch0/case10,10.1002/adma.202412541,10.1002/adma.202412541,figure_4,a,C15-Ir2Ce/C,C15-Ir2Ce/C,21,21,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,21,2.4348810872027165,99.1506228765572,2.8402366863905395,26.508875739644978,True,True,True,True,batch0/case10,True,included
batch0/case10/figure_4__panel_b/curve_1,batch0/case10,10.1002/adma.202412541,10.1002/adma.202412541,figure_4,b,Ir/C,Ir/C,49,49,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,49,0.607787274453939,99.92402659069326,8.896797153024911,151.2455516014235,True,True,True,True,batch0/case10,True,included
batch0/case10/figure_4__panel_b/curve_2,batch0/case10,10.1002/adma.202412541,10.1002/adma.202412541,figure_4,b,Pt/C,Pt/C,30,30,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,30,4.197530864197529,99.52516619183285,11.269276393831555,97.27164887307238,True,True,True,True,batch0/case10,True,included
batch0/case10/figure_4__panel_b/curve_3,batch0/case10,10.1002/adma.202412541,10.1002/adma.202412541,figure_4,b,A1-Ir2Ce/C,A1-Ir2Ce/C,38,35,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,35,0.607787274453939,99.92402659069326,2.3724792408066433,103.20284697508899,True,True,True,True,batch0/case10,True,included
batch0/case10/figure_4__panel_b/curve_4,batch0/case10,10.1002/adma.202412541,10.1002/adma.202412541,figure_4,b,C15-Ir2Ce/C,C15-Ir2Ce/C,30,25,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,25,2.2032288698955345,99.72459639126306,1.7793594306049825,58.718861209964416,True,True,True,True,batch0/case10,True,included
batch0/case10/figure_4__panel_c/curve_1,batch0/case10,10.1002/adma.202412541,10.1002/adma.202412541,figure_4,c,Ir/C,Ir/C,41,41,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,41,0.27859430526915757,59.24406616066336,1.016552150630256,459.28592342065014,True,True,True,True,batch0/case10,True,included
batch0/case10/figure_4__panel_c/curve_2,batch0/case10,10.1002/adma.202412541,10.1002/adma.202412541,figure_4,c,Pt/C,Pt/C,30,30,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,30,4.209625762295437,59.4897556267275,21.12868756686937,230.86952833622016,True,True,True,True,batch0/case10,True,included
