curve_uid,source_record_id,source_doi,paper_key,figure_id,panel_id,curve_label,condition_label,native_point_count,fit_point_count,axis_orientation,linear_axes,current_density_basis,reference_basis,reference_axis_ready,potential_unit_mode,current_unit_mode,eta_rule,selected_current_sign,selected_current_sign_rule,selected_current_sign_raw_point_count,j_min_mA,j_max_mA,y_min_mV,y_max_mV,fit_range_ok,canonical_fit_eligible,current_reaches_20_mA_cm2,retained_source_record,retained_source_record_id,included_figure4,selection_reason
batch1/case9/figure_4__panel_a/curve_2dpc_ru,batch1/case9,10.1002/adma.202005433,10.1002/adma.202005433,figure_4,a,2DPC-Ru,2DPC-Ru,25,24,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,25,2.41523213354199,48.826291079812215,0.906735751295322,72.79792746113988,True,True,True,True,batch1/case9,True,included
batch1/case9/figure_4__panel_a/curve_2dpc_rumo,batch1/case9,10.1002/adma.202005433,10.1002/adma.202005433,figure_4,a,2DPC-RuMo,2DPC-RuMo,44,41,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,44,2.8169014084507022,48.73500260824205,0.906735751295322,54.01554404145077,True,True,True,True,batch1/case9,True,included
batch1/case9/figure_4__panel_f/curve_1,batch1/case9,10.1002/adma.202005433,10.1002/adma.202005433,figure_4,f,1st cycle,1st cycle,25,25,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,25,9.556313993174053,227.9863481228669,5.835892935497956,171.6981132075471,True,True,True,True,batch1/case9,True,included
batch1/case9/figure_4__panel_f/curve_2,batch1/case9,10.1002/adma.202005433,10.1002/adma.202005433,figure_4,f,2000th cycles,2000th cycles,32,32,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,32,2.730375426621151,221.160409556314,3.9929793769196316,175.38394032470376,True,True,True,True,batch1/case9,True,included
batch1/case10/figure_3__panel_a/curve_dsirni,batch1/case10,10.1002/adma.202006034,10.1002/adma.202006034,figure_3,a,DSIrNi,DSIrNi,34,33,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,33,9.113777089783278,178.74742002063982,5.934343434343292,355.93434343434336,True,True,True,True,batch1/case10,True,included
batch1/case10/figure_3__panel_a/curve_ir,batch1/case10,10.1002/adma.202006034,10.1002/adma.202006034,figure_3,a,Ir,Ir,33,33,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,33,2.663828689370482,178.74742002063982,4.166666666666524,454.9242424242424,True,True,True,True,batch1/case10,True,included
batch1/case10/figure_3__panel_a/curve_ni,batch1/case10,10.1002/adma.202006034,10.1002/adma.202006034,figure_3,a,Ni,Ni,40,23,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,dominant_high_eta_current_sign,33,0.7288441692466431,62.648348813209495,122.60101010100999,530.9343434343434,True,True,True,True,batch1/case10,True,included
batch1/case10/figure_3__panel_a/curve_ptc,batch1/case10,10.1002/adma.202006034,10.1002/adma.202006034,figure_3,a,PtC,PtC,28,27,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,27,3.308823529411762,178.74742002063982,5.934343434343292,371.8434343434343,True,True,True,True,batch1/case10,True,included
batch1/case10/figure_3__panel_a/curve_irni_na,batch1/case10,10.1002/adma.202006034,10.1002/adma.202006034,figure_3,a,IrNi NA,IrNi NA,41,38,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,38,5.243808049535601,145.20768833849328,9.46969696969683,530.9343434343434,True,True,True,True,batch1/case10,True,included
batch1/case10/figure_3__panel_e/curve_1,batch1/case10,10.1002/adma.202006034,10.1002/adma.202006034,figure_3,e,1st cycle,1st cycle,50,48,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,48,7.960979008797143,99.59933803675638,1.892028254288569,217.33097880928355,True,True,True,True,batch1/case10,True,included
batch1/case10/figure_3__panel_e/curve_2,batch1/case10,10.1002/adma.202006034,10.1002/adma.202006034,figure_3,e,1000th cycle,1000th cycle,37,33,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,33,3.5711174984757417,99.41642714049298,0.12613521695254448,226.16044399596367,True,True,True,True,batch1/case10,True,included
batch1/case11/figure_4__panel_a/curve_1,batch1/case11,10.1002/adma.202006965,10.1002/adma.202006965,figure_4,a,Pt/C,Ar-saturated 1.0 M KOH,46,34,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,34,3.4505862646566157,44.15410385259632,4.254143646408834,147.90055248618782,True,True,True,True,batch1/case11,True,included
batch1/case11/figure_4__panel_a/curve_2,batch1/case11,10.1002/adma.202006965,10.1002/adma.202006965,figure_4,a,Ru/C,Ar-saturated 1.0 M KOH,45,34,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,34,1.4405360134003342,29.078726968174205,4.254143646408834,149.55801104972375,True,True,True,True,batch1/case11,True,included
batch1/case11/figure_4__panel_a/curve_3,batch1/case11,10.1002/adma.202006965,10.1002/adma.202006965,figure_4,a,Ru/NC,Ar-saturated 1.0 M KOH,46,33,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,34,1.0050251256281408,12.663316582914572,4.254143646408834,149.55801104972375,True,True,False,True,batch1/case11,False,current_below_20_mA_cm2
batch1/case11/figure_4__panel_a/curve_4,batch1/case11,10.1002/adma.202006965,10.1002/adma.202006965,figure_4,a,Ru/OMSNNC,Ar-saturated 1.0 M KOH,42,30,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,30,4.958123953098827,78.82747068676717,4.254143646408834,132.43093922651934,True,True,True,True,batch1/case11,True,included
batch1/case11/figure_5__panel_a/curve_1,batch1/case11,10.1002/adma.202006965,10.1002/adma.202006965,figure_5,a,Pt/C,1 M KOH,42,8,unknown,True,False,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,18,0.22160664819944717,0.49861495844875464,65.93352883675468,149.02248289345067,False,False,False,True,batch1/case11,False,unsupported_current_density_axes
batch1/case11/figure_5__panel_a/curve_2,batch1/case11,10.1002/adma.202006965,10.1002/adma.202006965,figure_5,a,Ru/OMSNNC,1 M KOH,49,37,unknown,True,False,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,37,1.0526315789473697,19.923822714681446,0.9286412512219132,150.00000000000003,True,False,False,True,batch1/case11,False,unsupported_current_density_axes
batch1/case11/figure_5__panel_d_left/curve_1,batch1/case11,10.1002/adma.202006965,10.1002/adma.202006965,figure_5,d_left,Pt/C,0.5 M H2SO4,39,19,unknown,True,False,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,27,0.23432115782219198,1.0268780151619576,39.94374120956401,180.36568213783406,False,False,False,True,batch1/case11,False,unsupported_current_density_axes
batch1/case11/figure_5__panel_d_left/curve_2,batch1/case11,10.1002/adma.202006965,10.1002/adma.202006965,figure_5,d_left,Ru/OMSNNC,0.5 M H2SO4,44,34,unknown,True,False,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,34,0.5789110957960032,17.601654031702274,4.838255977496496,183.06610407876232,True,False,False,True,batch1/case11,False,unsupported_current_density_axes
batch1/case11/figure_5__panel_d_right/curve_1,batch1/case11,10.1002/adma.202006965,10.1002/adma.202006965,figure_5,d_right,Pt/C,1 M PBS,36,5,unknown,True,False,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,22,0.24725274725274687,0.5219780219780216,211.64483260553138,526.0553129548764,False,False,False,True,batch1/case11,False,unsupported_current_density_axes
batch1/case11/figure_5__panel_d_right/curve_2,batch1/case11,10.1002/adma.202006965,10.1002/adma.202006965,figure_5,d_right,Ru/OMSNNC,1 M PBS,36,32,unknown,True,False,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,32,0.6593406593406589,18.310439560439562,2.03784570596801,543.5225618631733,True,False,False,True,batch1/case11,False,unsupported_current_density_axes
batch1/case12/figure_3__panel_a/curve_1,batch1/case12,10.1002/adma.202007894,10.1002/adma.202007894,figure_3,a,RhSe2,RhSe2,41,33,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,33,0.7438016528925621,79.33884297520662,3.125,203.125,True,True,True,True,batch1/case12,True,included
batch1/case12/figure_3__panel_a/curve_2,batch1/case12,10.1002/adma.202007894,10.1002/adma.202007894,figure_3,a,IrSe2,IrSe2,47,42,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,47,0.49586776859504134,60.99173553719008,16.145833333333336,300.0,True,True,True,True,batch1/case12,True,included
batch1/case12/figure_3__panel_a/curve_3,batch1/case12,10.1002/adma.202007894,10.1002/adma.202007894,figure_3,a,Pt-C,Pt-C,25,24,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,24,0.9917355371900827,78.34710743801654,5.208333333333333,148.95833333333334,True,True,True,True,batch1/case12,True,included
batch1/case12/figure_3__panel_a/curve_4,batch1/case12,10.1002/adma.202007894,10.1002/adma.202007894,figure_3,a,PtSe2,PtSe2,49,14,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,36,0.24793388429752058,10.661157024793388,86.45833333333334,298.9583333333333,True,True,False,True,batch1/case12,False,current_below_20_mA_cm2
batch1/case12/figure_4__panel_a/curve_rhse2,batch1/case12,10.1002/adma.202007894,10.1002/adma.202007894,figure_4,a,RhSe2,RhSe2,42,29,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,29,1.7740046838407535,58.68266978922717,3.1093279839518213,238.8164493480441,True,True,True,True,batch1/case12,True,included
batch1/case12/figure_4__panel_a/curve_irse2,batch1/case12,10.1002/adma.202007894,10.1002/adma.202007894,figure_4,a,IrSe2,IrSe2,47,34,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,34,1.4227166276346643,50.251756440281035,3.1093279839518213,298.9969909729187,True,True,True,True,batch1/case12,True,included
batch1/case12/figure_4__panel_a/curve_ptse2,batch1/case12,10.1002/adma.202007894,10.1002/adma.202007894,figure_4,a,PtSe2,PtSe2,55,19,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,34,0.3688524590163974,8.272833723653399,25.677031093279805,298.9969909729187,True,True,False,True,batch1/case12,False,current_below_20_mA_cm2
batch1/case12/figure_4__panel_a/curve_ptc,batch1/case12,10.1002/adma.202007894,10.1002/adma.202007894,figure_4,a,Pt/C,Pt/C,47,27,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,27,0.8957845433255309,59.03395784543326,3.1093279839518213,223.77131394182544,True,True,True,True,batch1/case12,True,included
batch1/case13/figure_5__a/curve_1_pt1_nmhcs,batch1/case13,10.1002/adma.202008599,10.1002/adma.202008599,figure_5,a,Pt1/NMHCS,Pt1/NMHCS,51,45,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,45,2.2691481746599824,59.59198282032928,2.0543406229290206,131.47779986746187,True,True,True,True,batch1/case13,True,included
batch1/case13/figure_5__a/curve_2_ptnp_mhcs,batch1/case13,10.1002/adma.202008599,10.1002/adma.202008599,figure_5,a,PtNP/MHCS,PtNP/MHCS,37,34,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,34,1.9484609878310633,59.59198282032928,11.935056328694461,201.06030483764079,True,True,True,True,batch1/case13,True,included
batch1/case13/figure_5__a/curve_3_nmhcs,batch1/case13,10.1002/adma.202008599,10.1002/adma.202008599,figure_5,a,NMHCS,NMHCS,38,18,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,32,0.26485325697923795,8.582677165354328,134.26110006626902,493.3068257123923,True,True,False,True,batch1/case13,False,current_below_20_mA_cm2
batch1/case13/figure_5__a/curve_4_pt_wire,batch1/case13,10.1002/adma.202008599,10.1002/adma.202008599,figure_5,a,Pt wire,Pt wire,30,21,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,21,1.8682891911238337,59.692197566213316,4.837640821736178,66.07024519549365,True,True,True,True,batch1/case13,True,included
batch1/case13/figure_5__a/curve_5_ptc,batch1/case13,10.1002/adma.202008599,10.1002/adma.202008599,figure_5,a,20 wt.% Pt/C,20 wt.% Pt/C,31,22,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,22,1.2670007158196104,59.09090909090909,0.6626905235254421,59.11199469847575,True,True,True,True,batch1/case13,True,included
batch1/case13/figure_5__e/curve_1,batch1/case13,10.1002/adma.202008599,10.1002/adma.202008599,figure_5,e,Initial,Initial,22,22,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,22,7.279188628014693,49.79236543683118,25.125125125125027,119.71971971971965,True,True,True,True,batch1/case13,True,included
batch1/case13/figure_5__e/curve_2,batch1/case13,10.1002/adma.202008599,10.1002/adma.202008599,figure_5,e,"After 3,000 CV cycles","After 3,000 CV cycles",43,31,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,32,2.4996007027631357,49.79236543683118,2.602602602602498,137.7377377377377,True,True,True,True,batch1/case13,True,included
batch1/case17/figure_3__panel_a/curve_1,batch1/case17,10.1002/adma.202106973,10.1002/adma.202106973,figure_3,a,Dr-Pt,Dr-Pt,41,33,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,33,3.551421467301761,99.17468020730355,0.28922631959514894,185.39407086044838,True,True,True,True,batch1/case17,True,included
batch1/case17/figure_3__panel_a/curve_2,batch1/case17,10.1002/adma.202106973,10.1002/adma.202106973,figure_3,a,Dp-Pt,Dp-Pt,59,51,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,51,1.506845211347775,99.48923040052723,0.28922631959514894,289.51554591467834,True,True,True,True,batch1/case17,True,included
batch1/case17/figure_3__panel_b/curve_1,batch1/case17,10.1002/adma.202106973,10.1002/adma.202106973,figure_3,b,Initial,Initial,69,59,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,62,3.492063492063492,94.60317460317461,1.4492753623188406,173.91304347826087,True,True,True,True,batch1/case17,True,included
batch1/case17/figure_3__panel_b/curve_2,batch1/case17,10.1002/adma.202106973,10.1002/adma.202106973,figure_3,b,2000 cycles,2000 cycles,74,53,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,62,2.2222222222222223,96.82539682539682,0.0,182.6086956521739,True,True,True,True,batch1/case17,True,included
batch1/case17/figure_3__panel_c/curve_1,batch1/case17,10.1002/adma.202106973,10.1002/adma.202106973,figure_3,c,Dr-Pt,Dr-Pt,32,6,unknown,True,False,rhe,True,V,A_to_mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,6,178.79161528976573,443.89642416769425,0.2016129032258523,20.362903225806498,True,False,True,True,batch1/case17,False,unsupported_current_density_axes
batch1/case17/figure_3__panel_c/curve_2,batch1/case17,10.1002/adma.202106973,10.1002/adma.202106973,figure_3,c,Dp-Pt,Dp-Pt,40,11,unknown,True,False,rhe,True,V,A_to_mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,11,43.15659679408138,480.88779284833544,0.2016129032258523,54.637096774193594,True,False,True,True,batch1/case17,False,unsupported_current_density_axes
batch1/case17/figure_3__panel_c/curve_3,batch1/case17,10.1002/adma.202106973,10.1002/adma.202106973,figure_3,c,Pt/C,Pt/C,35,7,unknown,True,False,rhe,True,V,A_to_mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,7,104.80887792848335,431.5659679408139,14.314516129032302,62.70161290322586,True,False,True,True,batch1/case17,False,unsupported_current_density_axes
batch1/case18/figure_3__a/curve_red,batch1/case18,10.1002/adma.202107053,10.1002/adma.202107053,figure_3,a,W-NiS0.5Se0.5,W-NiS0.5Se0.5,23,20,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,20,6.875,341.25,8.408796895213456,135.1875808538163,True,True,True,True,batch1/case18,True,included
batch1/case18/figure_3__a/curve_blue,batch1/case18,10.1002/adma.202107053,10.1002/adma.202107053,figure_3,a,NiS0.5Se0.5,NiS0.5Se0.5,31,29,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,31,8.125,341.875,58.21474773609315,228.33117723156536,True,True,True,True,batch1/case18,True,included
batch1/case18/figure_3__a/curve_gray,batch1/case18,10.1002/adma.202107053,10.1002/adma.202107053,figure_3,a,Ni Foam,Ni Foam,29,24,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,29,1.25,66.25,153.2988357050453,399.0944372574386,True,True,True,True,batch1/case18,True,included
batch1/case18/figure_3__a/curve_green,batch1/case18,10.1002/adma.202107053,10.1002/adma.202107053,figure_3,a,Pt/C,Pt/C,25,25,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,25,19.375,336.25,44.63130659767141,199.87063389391983,True,True,True,True,batch1/case18,True,included
batch1/case18/figure_3__e/curve_red_1,batch1/case18,10.1002/adma.202107053,10.1002/adma.202107053,figure_3,e,W-NiS0.5Se0.5,W-NiS0.5Se0.5,35,19,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,19,0.22741935483870954,2.6080645161290326,77.50000000000003,137.5,False,False,False,True,batch1/case18,False,insufficient_points_or_range
batch1/case18/figure_3__e/curve_blue_1,batch1/case18,10.1002/adma.202107053,10.1002/adma.202107053,figure_3,e,NiS0.5Se0.5,NiS0.5Se0.5,32,19,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,19,0.20322580645161278,2.6612903225806455,126.66666666666667,216.66666666666669,False,False,False,True,batch1/case18,False,insufficient_points_or_range
batch1/case21/figure_3__panel_a/curve_1,batch1/case21,10.1002/adma.202110631,10.1002/adma.202110631,figure_3,a,CoSe2,CoSe2,47,42,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,47,0.7705912076806476,53.47397675593735,83.5966892400301,222.04665161775773,True,True,True,True,batch1/case21,True,included
batch1/case21/figure_3__panel_a/curve_2,batch1/case21,10.1002/adma.202110631,10.1002/adma.202110631,figure_3,a,CoSe2/c-CoP,CoSe2/c-CoP,57,44,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,57,0.24002021222839892,53.91611925214756,11.361926260346142,176.89992475545523,True,True,True,True,batch1/case21,True,included
batch1/case21/figure_3__panel_a/curve_3,batch1/case21,10.1002/adma.202110631,10.1002/adma.202110631,figure_3,a,CoSe2/a-CoP,CoSe2/a-CoP,28,28,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,28,2.450732693279435,54.181404749873685,36.94507148231755,118.20917983446202,True,True,True,True,batch1/case21,True,included
batch1/case21/figure_3__panel_a/curve_4,batch1/case21,10.1002/adma.202110631,10.1002/adma.202110631,figure_3,a,Pt/C,Pt/C,31,29,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,31,0.5053057099545233,54.092976250631644,6.094808126410852,94.88337095560574,True,True,True,True,batch1/case21,True,included
batch1/case22/figure_5__a/curve_bulk_nips3,batch1/case22,10.1002/adma.202203615,10.1002/adma.202203615,figure_5,a,Bulk NiPS3,Bulk NiPS3,14,14,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,14,2.825130052020807,158.1912765106042,339.0745501285346,574.2073693230504,True,True,True,True,batch1/case22,True,included
batch1/case22/figure_5__a/curve_ee_nips3,batch1/case22,10.1002/adma.202203615,10.1002/adma.202203615,figure_5,a,EE NiPS3,EE NiPS3,18,18,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,18,7.218887555022006,158.1912765106042,210.71122536418162,459.0402742073692,True,True,True,True,batch1/case22,True,included
batch1/case22/figure_5__a/curve_ht_nips3,batch1/case22,10.1002/adma.202203615,10.1002/adma.202203615,figure_5,a,HT NiPS3,HT NiPS3,23,19,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,dominant_high_eta_current_sign,19,0.880352140856342,53.74949979991996,237.1036846615252,598.2005141388173,True,True,True,True,batch1/case22,True,included
batch1/case22/figure_5__a/curve_mos2,batch1/case22,10.1002/adma.202203615,10.1002/adma.202203615,figure_5,a,MoS2,MoS2,24,24,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,24,2.464985994397758,118.5754301720688,230.38560411311045,598.2005141388173,True,True,True,True,batch1/case22,True,included
batch1/case22/figure_5__a/curve_nm1,batch1/case22,10.1002/adma.202203615,10.1002/adma.202203615,figure_5,a,NM-1,NM-1,21,21,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,21,0.4481792717086819,158.1912765106042,48.757497857754885,279.0916880891173,True,True,True,True,batch1/case22,True,included
batch1/case22/figure_5__a/curve_nm2,batch1/case22,10.1002/adma.202203615,10.1002/adma.202203615,figure_5,a,NM-2,NM-2,16,16,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,16,12.765106042416965,158.1912765106042,172.08226221079687,355.86975149957146,True,True,True,True,batch1/case22,True,included
batch1/case22/figure_5__a/curve_nm3,batch1/case22,10.1002/adma.202203615,10.1002/adma.202203615,figure_5,a,NM-3,NM-3,17,17,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,17,10.388155262104839,157.11084433773507,150.96829477292195,345.55269922879165,True,True,True,True,batch1/case22,True,included
batch1/case22/figure_5__a/curve_ptc,batch1/case22,10.1002/adma.202203615,10.1002/adma.202203615,figure_5,a,Pt/C,Pt/C,17,16,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,16,7.218887555022006,158.1912765106042,9.408740359897187,197.5149957155098,True,True,True,True,batch1/case22,True,included
batch1/case23/figure_3__panel_a/curve_red,batch1/case23,10.1002/adma.202204624,10.1002/adma.202204624,figure_3,a,RuP@RuP2/C,RuP@RuP2/C,29,14,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,14,2.239522091121654,49.42559029044858,0.7088331515812494,43.23882224645584,True,True,True,True,batch1/case23,True,included
batch1/case23/figure_3__panel_a/curve_purple,batch1/case23,10.1002/adma.202204624,10.1002/adma.202204624,figure_3,a,RuP2/C,RuP2/C,31,28,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,28,0.5365662463339151,49.14176431631729,2.34460196292258,90.67611777535441,True,True,True,True,batch1/case23,True,included
batch1/case23/figure_3__panel_a/curve_blue,batch1/case23,10.1002/adma.202204624,10.1002/adma.202204624,figure_3,a,RuP/C,RuP/C,19,19,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,19,3.8715214423765705,48.57411236805471,7.251908396946571,66.13958560523446,True,True,True,True,batch1/case23,True,included
batch1/case23/figure_3__panel_a/curve_green,batch1/case23,10.1002/adma.202204624,10.1002/adma.202204624,figure_3,a,Pt/C,Pt/C,17,17,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,17,2.239522091121654,48.857938342186,4.525627044711021,56.8702290076336,True,True,True,True,batch1/case23,True,included
batch1/case23/figure_3__panel_a/curve_gray,batch1/case23,10.1002/adma.202204624,10.1002/adma.202204624,figure_3,a,C,C,13,3,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,7,0.26693157090919,0.4656097528010927,12.786259541984727,38.713195201744824,False,False,False,True,batch1/case23,False,insufficient_points_or_range
batch1/case23/figure_3__panel_e/curve_1,batch1/case23,10.1002/adma.202204624,10.1002/adma.202204624,figure_3,e,After 1000 cycles,After 1000 cycles,36,12,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,12,1.8968205545386763,49.01904955596231,1.4681892332789652,46.32952691680262,True,True,True,True,batch1/case23,True,included
batch1/case23/figure_3__panel_e/curve_2,batch1/case23,10.1002/adma.202204624,10.1002/adma.202204624,figure_3,e,Initial,Initial,30,11,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,11,2.608636702596435,49.01904955596231,1.4681892332789652,42.251223491027744,True,True,True,True,batch1/case23,True,included
batch1/case24/figure_4__panel_a/curve_red,batch1/case24,10.1002/adma.202207114,10.1002/adma.202207114,figure_4,a,RhP2/Rh@NPG,RhP2/Rh@NPG,25,8,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,8,7.705479452054795,49.657534246575345,3.7313432835820906,42.53731343283583,True,True,True,True,batch1/case24,True,included
batch1/case24/figure_4__panel_a/curve_orange,batch1/case24,10.1002/adma.202207114,10.1002/adma.202207114,figure_4,a,RhP2@NPG,RhP2@NPG,17,15,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,15,3.767123287671233,47.773972602739725,0.7462686567164181,84.32835820895524,True,True,True,True,batch1/case24,True,included
batch1/case24/figure_4__panel_a/curve_black,batch1/case24,10.1002/adma.202207114,10.1002/adma.202207114,figure_4,a,20% Pt/C,20% Pt/C,13,10,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,10,10.95890410958904,48.97260273972603,3.7313432835820906,57.46268656716419,True,True,True,True,batch1/case24,True,included
batch1/case24/figure_4__panel_a/curve_blue,batch1/case24,10.1002/adma.202207114,10.1002/adma.202207114,figure_4,a,20% Rh/C,20% Rh/C,14,14,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,14,4.623287671232877,47.089041095890416,0.7462686567164181,78.3582089552239,True,True,True,True,batch1/case24,True,included
batch1/case24/figure_4__panel_a/curve_purple,batch1/case24,10.1002/adma.202207114,10.1002/adma.202207114,figure_4,a,Rh@NG,Rh@NG,38,30,potential_x_current_y,True,True,rhe,True,V,mA,minus_E_RHE_negative_branch,-1.0,single_current_sign,37,0.3424657534246575,48.63013698630137,32.08955223880597,323.13432835820896,True,True,True,True,batch1/case24,True,included
