curve_uid,bv_fit_ok,bv_log_j0,bv_j0_mA,bv_alpha,bv_b_tafel_mV_dec,bv_r_mV_per_mA,bv_e_offset_mV,bv_sse_mV2,bv_rmse_mV,bv_r2,bv_at_alpha_low,bv_at_alpha_high,bv_at_r_upper_bound,bvir_fit_ok,bvir_log_j0,bvir_j0_mA,bvir_alpha,bvir_b_tafel_mV_dec,bvir_r_mV_per_mA,bvir_e_offset_mV,bvir_sse_mV2,bvir_rmse_mV,bvir_r2,bvir_at_alpha_low,bvir_at_alpha_high,bvir_at_r_upper_bound
batch0/case13/figure_3__panel_a/curve_2,True,1.2904596629956127,3.6344567971481205,0.1852018287973758,159.74466910536518,0.0,0.0,5456.6731828132115,12.486190294896897,0.9606182465253617,False,False,False,True,1.2904596348040394,3.6344566946870667,0.18520183085611586,159.74466732961193,4.661664585411841e-19,0.0,5456.673182813122,12.486190294896796,0.9606182465253623,False,False,False
batch0/case13/figure_3__panel_a/curve_3,True,0.9479101272421626,2.5803114978392077,0.1529149017232563,193.47365446755413,0.0,0.0,3331.80230631926,9.363706961510124,0.9825670413771008,False,False,False,True,0.9479101322751502,2.5803115108258834,0.1529149014421176,193.4736548232613,3.9999678198133537e-19,0.0,3331.802306319259,9.363706961510122,0.9825670413771008,False,False,False
batch0/case13/figure_3__panel_a/curve_4,True,0.9712411507782974,2.6412205788315455,0.22297108219098571,132.68538937082556,0.0,0.0,6106.398712899117,13.6030285318883,0.9300584036418621,False,False,False,True,0.9712411230902529,2.6412205057013134,0.22297108424771245,132.68538814691084,2.1729654523920593e-22,0.0,6106.398712899106,13.603028531888288,0.9300584036418622,False,False,False
batch0/case13/figure_3__panel_a/curve_5,True,1.120060778076921,3.065040484898383,0.1737701326132087,170.25368176934023,0.0,0.0,4186.24482358822,14.84347246858685,0.9559387469337802,False,False,False,True,0.6691435527700812,1.9525643360098628,0.2632421177881407,112.38704925917487,0.8312223514650129,0.0,2859.6468328637334,12.26815911396081,0.9699015160143398,False,False,False
batch0/case13/figure_3__panel_a/curve_6,True,1.4509409573594512,4.267127812020538,0.1419716821866704,208.38666136283197,0.0,0.0,6051.57713280639,16.585285281080814,0.9590227783819724,False,False,False,True,1.0023715696653,2.724736073505964,0.2388637155368142,123.85725807059875,1.1234035296255978,0.0,3296.7231335968177,12.241366407682113,0.9776768020147456,False,False,False
batch0/case13/figure_3__panel_a/curve_7,True,1.7370012350172657,5.680284020075056,0.08809862351114044,335.81687976321376,0.0,0.0,261.8836315500961,3.814327023430477,0.9980777516551069,False,False,False,True,1.687486871958138,5.405877956083217,0.09339159363975946,316.78445249648365,0.19669714118325693,0.0,228.08743014224117,3.55970840052822,0.9983258186756969,False,False,False
batch0/case13/figure_3__panel_a/curve_8,True,1.5986358996385728,4.946280597206757,0.0861128401824022,343.56089981794844,0.0,0.0,3041.5564166009663,11.030061498651703,0.9882483756737448,False,False,False,True,1.227625935636471,3.413116950878409,0.12655670084271925,233.76877448561663,1.2787965062066635,0.0,181.47568161474467,2.6942582030291358,0.9992988346285318,False,False,False
batch0/case13/figure_3__panel_b/curve_1,True,0.2497765199682253,1.2837384947086812,0.38700390721212913,76.44626916577565,0.0,0.0,1903.51225456876,10.283515002632882,0.9576430880585379,False,False,False,True,-0.9275634778021624,0.39551622135868014,0.5821872667979613,50.81699059078234,0.11660556304428543,0.0,405.93842196301546,4.748908775024096,0.9909670673506439,False,False,False
batch0/case13/figure_3__panel_b/curve_2,True,3.3092700687764807,27.365143507378384,0.07281440776520876,406.30701762132867,0.0,0.0,7498.680449553582,19.363213123799447,0.9601813629240833,False,False,False,True,0.15525381393316173,1.1679543665791492,0.3164651077626392,93.48583503599126,0.6120484660797401,0.0,184.04754750439196,3.0335420510056554,0.9990226917191509,False,False,False
batch0/case13/figure_3__panel_b/curve_3,True,0.3595889749427623,1.4327404013135743,0.15624766133061638,189.34686514343477,0.0,0.0,20219.36781693814,31.02945437647617,0.941731436762279,False,False,False,True,-1.4367677304421675,0.23769481205773307,0.2858275408346233,103.50648776726119,0.38211274376522364,0.0,527.5633654911368,5.012191638733246,0.9984796577419066,False,False,False
batch0/case13/figure_3__panel_b/curve_4,True,3.7058625567273826,40.68512541491023,0.051059602746809964,579.4209760238226,0.0,0.0,70538.34072424733,56.62409570790968,0.909237095843846,False,False,False,True,-2.985716844975077,0.050503287542154766,0.9899999999999999,29.88384329186393,1.1848908586192657,0.0,1646.4497170064583,8.650931944033173,0.9978814846461052,False,True,False
batch0/case13/figure_3__panel_b/curve_5,True,2.9052892095370337,18.270526898815472,0.06330762523493035,467.3213495081725,0.0,0.0,54305.07190022789,53.4617777384868,0.9195070334003879,False,False,False,True,-0.1161092841305294,0.890377913804225,0.2819624117894921,104.92535040817036,0.9240106416671132,0.0,2270.985352263419,10.932773886620422,0.9966338623316107,False,False,False
batch0/case13/figure_3__panel_b/curve_6,True,3.28679326142693,26.756923477089515,0.050830482280440806,582.0327396407446,0.0,0.0,31132.718703376053,33.34490682000565,0.9732753214560235,False,False,False,True,2.7644674220319363,15.870585415320912,0.08995027024894378,328.90401304039085,0.607777799165129,0.0,11249.426664673963,20.04408236921985,0.9903433646678326,False,False,False
batch0/case13/figure_3__panel_b/curve_7,True,1.5793471643120984,4.851787357173148,0.09401075883391222,314.6980752619261,0.0,0.0,876.3271650713863,6.619392589472943,0.9968740281979082,False,False,False,True,1.3408458706319166,3.82227528875217,0.10468373503354084,282.61319534946097,0.09049028490855168,0.0,520.5079119897406,5.101509149211342,0.9981432812761053,False,False,False
batch0/case13/figure_3__panel_b/curve_8,True,0.7461050045310842,2.108770348804034,0.10661004859841755,277.5067195624975,0.0,0.0,13008.676601196581,27.662542736679548,0.9564297400170811,False,False,False,True,0.11385402941301194,1.1205885399781985,0.15799449735050922,187.25338765002206,1.0458980093465224,0.0,4933.250516984535,17.034999468196155,0.9834769504865611,False,False,False
batch0/case13/figure_3__panel_h/curve_1,True,3.6403365599613604,38.10465907011835,0.05596482122235212,528.6357431823468,0.0,0.0,9340.38138825189,29.139759449078706,0.9557864257210578,False,False,False,True,0.7630494703975519,2.1448067828505137,0.3386831005545399,87.35305898199388,0.8770994500639275,0.0,135.52837644009904,3.5100942287286903,0.9993584636762075,False,False,False
batch0/case13/figure_3__panel_h/curve_2,True,3.648706398339807,38.424927335133255,0.05457024626496708,542.145342634054,0.0,0.0,6459.767237640275,26.79089239449414,0.967657973338317,False,False,False,True,1.687595390978578,5.406464628495612,0.2618727910296341,112.97471853651791,0.8690203708038219,0.0,113.25947872006853,3.54744788889873,0.9994329453452891,False,False,False
batch0/case13/figure_3__panel_h/curve_3,True,3.669661405541969,39.238617632300176,0.049747445892713404,594.7039959146657,0.0,0.0,21461.70304155257,42.290368329712074,0.9371012626059032,False,False,False,True,-5.179812141331894,0.005629063783508033,0.9899999999999999,29.88384329186393,1.1640011350108865,0.0,209.01382159014364,4.173466001520236,0.9993874341914767,False,True,False
batch0/case13/figure_3__panel_h/curve_4,True,3.649605345718337,38.45948485319932,0.04564059006917304,648.2169668294417,0.0,0.0,58668.87448053945,60.554146472671185,0.9101511464017039,False,False,False,True,-5.607106752764615,0.003671677074502767,0.9899999999999952,29.88384329186407,1.3171988634399323,0.0,309.0551762100745,4.394991298413418,0.9995266953128561,False,True,False
batch0/case14/figure_5__a/curve_1,True,3.4649562703797994,31.975061485262817,0.24800718513033507,119.29091829899,0.0,0.0,24.151306719289558,2.0062945413244435,0.9956527220700561,False,False,False,True,3.2912069961907817,26.875282450826152,0.31246055862336863,94.68396583968935,0.0530829385272908,0.0,10.246522385545946,1.3068105183707102,0.998155607845857,False,False,False
batch0/case14/figure_5__a/curve_2,True,2.15699619322926,8.645130316524883,0.1448321859066264,204.27092689202937,0.0,0.0,72.27063460754448,3.0056329326687683,0.9965666050194686,False,False,False,True,1.7175689244414292,5.570968542895537,0.17584107545864006,168.24854364533294,0.0724287502762997,0.0,43.43046705333898,2.32998033933065,0.9979367284043815,False,False,False
batch0/case14/figure_5__a/curve_3,True,2.4269258401402647,11.324016679025569,0.1103961596932575,267.98943859233,0.0,0.0,283.8923395811928,5.616368336104675,0.9919712662020412,False,False,False,True,1.1957839258724794,3.306148530258322,0.18189998611280847,162.64434918976644,0.19289369152487645,0.0,21.79380307421539,1.5561277823214972,0.9993836514095937,False,False,False
batch0/case14/figure_5__a/curve_4,True,1.770291672726681,5.872565978940235,0.1225791851724818,241.35423006211107,0.0,0.0,18818.160990413704,33.27086783501332,0.9349165261154251,False,False,False,True,1.4291182745305082,4.175016350282619,0.15415876034971554,191.91257630659766,0.20617951920368163,0.0,17001.986302915426,31.62462397164536,0.9411978496679143,False,False,False
batch0/case14/figure_5__i/curve_1,True,4.109932108849078,60.942579967276366,0.24857351061676375,119.01913758042278,0.0,0.0,116.23348095775751,3.4093031686512933,0.9892131807444505,False,False,False,True,4.0232693666018475,55.883511174373545,0.5089333839565751,58.1313896701845,0.12133615517258176,0.0,19.848661346091205,1.4088527725100024,0.9981579840796241,False,False,False
batch0/case14/figure_5__i/curve_2,True,3.80387798386121,44.87487152542682,0.25326442971115176,116.81468610766622,0.0,0.0,371.80865919097783,5.566332269329732,0.9800932863850984,False,False,False,True,3.5400470111924696,34.46853955991674,0.5379245740386616,54.99842596300306,0.13870802542146937,0.0,116.72449344822292,3.118820469453996,0.9937505461331262,False,False,False
batch0/case15/figure_3__panel_a/curve_niw,True,2.806336246661057,16.54917491763613,0.21880953815250612,135.20893608543287,0.0,0.0,234.59601861322793,4.093514195941358,0.9948017647040471,False,False,False,True,2.795539310248519,16.371455666544986,0.2220141637460365,133.25728575041623,0.0059879829806967,0.0,233.487152450695,4.083828319907464,0.994826335228554,False,False,False
