curve_uid,paper_key,native_index,j,eta_mV
batch1/case109/figure_3__panel_a/curve_3,10.1002/anie.202014411,18,22.216661105549992,78.125
batch1/case109/figure_3__panel_a/curve_3,10.1002/anie.202014411,19,24.085196307418528,82.29166666666667
batch1/case109/figure_3__panel_a/curve_3,10.1002/anie.202014411,20,25.953731509287064,86.45833333333333
batch1/case109/figure_3__panel_a/curve_3,10.1002/anie.202014411,21,27.8222667111556,90.625
batch1/case109/figure_3__panel_a/curve_3,10.1002/anie.202014411,22,29.690801913024135,94.79166666666666
batch1/case109/figure_3__panel_a/curve_3,10.1002/anie.202014411,23,31.559337114892667,98.95833333333333
batch1/case109/figure_3__panel_a/curve_3,10.1002/anie.202014411,24,33.4278723167612,103.125
batch1/case109/figure_3__panel_a/curve_3,10.1002/anie.202014411,25,35.296407518629735,107.29166666666666
batch1/case109/figure_3__panel_a/curve_3,10.1002/anie.202014411,26,37.164942720498274,111.45833333333334
batch1/case109/figure_3__panel_a/curve_3,10.1002/anie.202014411,27,39.03347792236681,115.625
batch1/case109/figure_3__panel_a/curve_3,10.1002/anie.202014411,28,40.902013124235346,119.79166666666667
batch1/case109/figure_3__panel_a/curve_3,10.1002/anie.202014411,29,42.77054832610388,123.95833333333334
batch1/case109/figure_3__panel_a/curve_3,10.1002/anie.202014411,30,44.63908352797241,128.125
batch1/case109/figure_3__panel_a/curve_3,10.1002/anie.202014411,31,46.50761872984095,132.29166666666666
batch1/case109/figure_3__panel_a/curve_3,10.1002/anie.202014411,32,48.14258703147592,136.45833333333331
batch1/case109/figure_3__panel_a/curve_3,10.1002/anie.202014411,33,49.54398843287732,140.625
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,0,2.363474585696805,11.458333333333332
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,1,3.7648759870982067,15.625
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,2,5.866978089200309,17.708333333333332
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,3,8.202647091535978,23.958333333333336
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,4,10.538316093871646,26.041666666666668
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,5,12.64041819597375,28.125
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,6,14.976087198309418,30.208333333333332
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,7,17.545323100878655,32.29166666666667
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,8,20.11455900344789,34.375
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,9,22.683794906017127,36.458333333333336
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,10,25.253030808586363,38.54166666666667
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,11,27.8222667111556,40.625
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,12,30.391502613724832,42.708333333333336
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,13,32.960738516294064,44.791666666666664
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,14,35.296407518629735,46.875
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,15,37.632076520965406,48.958333333333336
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,16,39.967745523301076,51.041666666666664
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,17,42.30341452563675,53.125
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,18,44.40551662773885,55.20833333333333
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,19,46.27405182960738,57.291666666666664
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,20,48.14258703147592,59.375
batch1/case109/figure_3__panel_a/curve_4,10.1002/anie.202014411,21,49.31042153264375,61.45833333333333
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,0,3.7648759870982067,1.0416666666666667
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,1,4.699143588032475,7.291666666666667
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,2,6.567678789901009,11.458333333333332
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,3,8.903347792236678,13.541666666666668
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,4,11.239016794572349,15.625
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,5,13.574685796908017,17.708333333333332
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,6,15.910354799243686,19.791666666666664
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,7,18.246023801579355,21.875
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,8,20.581692803915026,23.958333333333336
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,9,22.917361806250693,26.041666666666668
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,10,25.253030808586363,28.125
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,11,27.588699810922034,28.125
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,12,29.924368813257697,30.208333333333332
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,13,32.260037815593364,32.29166666666667
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,14,34.595706817929035,34.375
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,15,36.931375820264705,34.375
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,16,39.267044822600376,36.458333333333336
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,17,41.602713824936046,36.458333333333336
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,18,43.93838282727171,40.625
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,19,46.04048492937382,40.625
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,20,47.90902013124235,42.708333333333336
batch1/case109/figure_3__panel_a/curve_5,10.1002/anie.202014411,21,49.07685463241018,44.791666666666664
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,0,3.756983240223464,5.376344086021506
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,1,3.8268156424581012,6.451612903225806
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,2,4.0363128491620115,7.526881720430108
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,3,4.804469273743018,8.602150537634408
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,4,5.363128491620112,9.67741935483871
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,5,6.270949720670392,10.752688172043012
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,6,7.248603351955308,11.827956989247312
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,7,8.226256983240225,12.903225806451612
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,8,9.064245810055867,13.978494623655914
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,9,10.740223463687151,15.053763440860216
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,10,11.787709497206704,16.129032258064516
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,11,12.905027932960895,17.204301075268816
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,12,13.952513966480447,18.27956989247312
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,13,15.209497206703912,19.35483870967742
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,14,16.675977653631286,20.43010752688172
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,15,17.863128491620113,21.505376344086024
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,16,19.120111731843576,22.58064516129032
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,17,20.446927374301676,23.655913978494624
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,18,21.843575418994412,24.731182795698924
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,19,23.65921787709497,25.806451612903224
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,20,25.05586592178771,26.881720430107528
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,21,26.38268156424581,27.956989247311828
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,22,27.639664804469273,29.03225806451613
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,23,28.40782122905028,31.18279569892473
batch1/case109/figure_3__panel_d/curve_1,10.1002/anie.202014411,24,28.89664804469274,30.107526881720432
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,0,3.547486033519554,0.0
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,1,3.6871508379888276,2.150537634408602
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,2,3.756983240223464,2.150537634408602
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,3,3.8966480446927383,4.301075268817204
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,4,4.0363128491620115,5.376344086021506
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,5,4.245810055865922,6.451612903225806
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,6,4.31564245810056,7.526881720430108
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,7,4.664804469273744,9.67741935483871
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,8,4.874301675977654,8.602150537634408
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,9,5.293296089385476,10.752688172043012
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,10,5.921787709497208,11.827956989247312
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,11,7.388268156424582,12.903225806451612
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,12,8.296089385474861,13.978494623655914
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,13,9.41340782122905,15.053763440860216
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,14,10.460893854748605,16.129032258064516
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,15,11.64804469273743,17.204301075268816
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,16,12.416201117318437,18.27956989247312
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,17,13.603351955307263,19.35483870967742
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,18,14.79050279329609,20.43010752688172
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,19,16.047486033519554,21.505376344086024
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,20,17.44413407821229,22.58064516129032
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,21,19.818435754189945,23.655913978494624
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,22,20.516759776536315,24.731182795698924
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,23,22.472067039106147,25.806451612903224
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,24,22.751396648044693,26.881720430107528
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,25,24.776536312849164,27.956989247311828
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,26,25.26536312849162,29.03225806451613
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,27,26.312849162011172,30.107526881720432
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,28,27.639664804469273,31.18279569892473
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,29,28.8268156424581,32.25806451612903
batch1/case109/figure_3__panel_d/curve_2,10.1002/anie.202014411,30,29.594972067039105,33.333333333333336
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,0,3.0586592178770955,0.0
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,1,3.1284916201117325,1.6129032258064515
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,2,3.1983240223463696,3.225806451612903
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,3,3.3379888268156432,4.301075268817204
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,4,3.40782122905028,5.376344086021506
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,5,3.477653631284917,6.451612903225806
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,6,3.756983240223464,8.064516129032258
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,7,4.0363128491620115,9.67741935483871
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,8,4.245810055865922,10.752688172043012
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,9,4.594972067039107,11.827956989247312
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,10,5.223463687150839,12.903225806451612
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,11,6.6201117318435765,13.978494623655914
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,12,7.527932960893855,15.053763440860216
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,13,8.435754189944134,16.129032258064516
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,14,8.924581005586592,17.204301075268816
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,15,10.530726256983241,18.27956989247312
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,16,11.0195530726257,19.35483870967742
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,17,11.997206703910615,20.43010752688172
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,18,13.044692737430168,21.505376344086024
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,19,14.162011173184357,22.58064516129032
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,20,15.279329608938548,23.655913978494624
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,21,16.39664804469274,24.731182795698924
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,22,18.07262569832402,25.806451612903224
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,23,18.701117318435756,26.881720430107528
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,24,19.95810055865922,27.956989247311828
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,25,21.98324022346369,29.03225806451613
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,26,22.332402234636874,30.107526881720432
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,27,23.449720670391063,31.18279569892473
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,28,24.567039106145252,32.25806451612903
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,29,25.824022346368714,33.333333333333336
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,30,27.011173184357542,34.40860215053763
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,31,28.337988826815643,35.483870967741936
batch1/case109/figure_3__panel_d/curve_3,10.1002/anie.202014411,32,29.175977653631286,36.55913978494624
batch1/case109/figure_3__panel_e/curve_1,10.1002/anie.202014411,0,0.9722222222222222,2.3630504833512234
batch1/case109/figure_3__panel_e/curve_1,10.1002/anie.202014411,1,1.1111111111111112,5.585392051557453
batch1/case109/figure_3__panel_e/curve_1,10.1002/anie.202014411,2,1.3888888888888888,7.73361976369494
batch1/case109/figure_3__panel_e/curve_1,10.1002/anie.202014411,3,2.0833333333333335,12.030075187969913
batch1/case109/figure_3__panel_e/curve_1,10.1002/anie.202014411,4,2.7777777777777777,14.1783029001074
batch1/case109/figure_3__panel_e/curve_1,10.1002/anie.202014411,5,3.958333333333333,16.326530612244888
batch1/case109/figure_3__panel_e/curve_1,10.1002/anie.202014411,6,5.972222222222222,18.474758324382375
batch1/case109/figure_3__panel_e/curve_1,10.1002/anie.202014411,7,7.986111111111111,20.622986036519862
batch1/case109/figure_3__panel_e/curve_1,10.1002/anie.202014411,8,10.277777777777777,22.77121374865735
batch1/case109/figure_3__panel_e/curve_1,10.1002/anie.202014411,9,12.5,24.919441460794832
batch1/case109/figure_3__panel_e/curve_1,10.1002/anie.202014411,10,14.375,27.06766917293232
batch1/case109/figure_3__panel_e/curve_1,10.1002/anie.202014411,11,16.041666666666668,29.215896885069807
batch1/case109/figure_3__panel_e/curve_1,10.1002/anie.202014411,12,17.77777777777778,31.364124597207297
batch1/case109/figure_3__panel_e/curve_1,10.1002/anie.202014411,13,19.444444444444443,33.512352309344784
batch1/case109/figure_3__panel_e/curve_1,10.1002/anie.202014411,14,21.180555555555554,35.660580021482275
batch1/case109/figure_3__panel_e/curve_1,10.1002/anie.202014411,15,22.63888888888889,37.80880773361976
batch1/case109/figure_3__panel_e/curve_1,10.1002/anie.202014411,16,24.791666666666664,39.95703544575724
batch1/case109/figure_3__panel_e/curve_1,10.1002/anie.202014411,17,26.944444444444443,42.105263157894726
batch1/case109/figure_3__panel_e/curve_1,10.1002/anie.202014411,18,29.86111111111111,44.253490870032216
batch1/case109/figure_3__panel_e/curve_2,10.1002/anie.202014411,0,4.652777777777778,19.011815252416746
batch1/case109/figure_3__panel_e/curve_2,10.1002/anie.202014411,1,5.972222222222222,21.160042964554233
batch1/case109/figure_3__panel_e/curve_2,10.1002/anie.202014411,2,7.291666666666666,23.30827067669172
batch1/case109/figure_3__panel_e/curve_2,10.1002/anie.202014411,3,9.166666666666666,25.456498388829207
batch1/case109/figure_3__panel_e/curve_2,10.1002/anie.202014411,4,10.694444444444445,27.604726100966694
batch1/case109/figure_3__panel_e/curve_2,10.1002/anie.202014411,5,12.36111111111111,29.75295381310418
batch1/case109/figure_3__panel_e/curve_2,10.1002/anie.202014411,6,13.958333333333332,31.90118152524167
batch1/case109/figure_3__panel_e/curve_2,10.1002/anie.202014411,7,15.694444444444445,34.04940923737915
batch1/case109/figure_3__panel_e/curve_2,10.1002/anie.202014411,8,17.98611111111111,36.19763694951664
batch1/case109/figure_3__panel_e/curve_2,10.1002/anie.202014411,9,19.791666666666668,38.345864661654126
batch1/case109/figure_3__panel_e/curve_2,10.1002/anie.202014411,10,21.73611111111111,40.49409237379162
batch1/case109/figure_3__panel_e/curve_2,10.1002/anie.202014411,11,23.541666666666668,42.6423200859291
batch1/case109/figure_3__panel_e/curve_2,10.1002/anie.202014411,12,25.555555555555554,44.790547798066584
batch1/case109/figure_3__panel_e/curve_2,10.1002/anie.202014411,13,28.055555555555554,46.938775510204074
batch1/case109/figure_3__panel_e/curve_2,10.1002/anie.202014411,14,29.166666666666664,49.08700322234156
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,0,1.1805555555555556,1.8259935553168516
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,1,1.3194444444444444,3.9742212674543382
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,2,1.4583333333333333,6.122448979591825
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,3,1.597222222222222,8.270676691729312
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,4,1.8055555555555556,11.493018259935543
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,5,2.361111111111111,14.715359828141773
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,6,3.333333333333333,16.86358754027926
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,7,4.444444444444445,19.011815252416746
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,8,5.069444444444445,21.160042964554233
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,9,6.180555555555555,23.30827067669172
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,10,7.430555555555555,25.456498388829207
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,11,8.541666666666666,27.604726100966694
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,12,9.583333333333334,29.75295381310418
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,13,10.694444444444445,31.90118152524167
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,14,11.944444444444445,34.04940923737915
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,15,13.402777777777777,36.19763694951664
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,16,14.652777777777777,38.345864661654126
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,17,15.694444444444445,40.49409237379162
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,18,16.944444444444443,42.6423200859291
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,19,18.26388888888889,44.790547798066584
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,20,19.930555555555554,46.938775510204074
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,21,20.833333333333332,49.08700322234156
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,22,22.22222222222222,51.23523093447905
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,23,23.40277777777778,53.38345864661653
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,24,25.069444444444443,55.53168635875402
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,25,27.22222222222222,57.679914070891506
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,26,27.916666666666664,59.828141783029
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,27,28.75,61.97636949516648
batch1/case109/figure_3__panel_e/curve_3,10.1002/anie.202014411,28,29.51388888888889,64.12459720730398
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,0,3.4505862646566157,4.254143646408834
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,1,4.288107202680067,8.674033149171265
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,2,4.958123953098827,13.093922651933696
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,3,6.298157453936348,17.513812154696126
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,4,7.3031825795644885,21.933701657458556
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,5,8.308207705192629,26.35359116022099
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,6,9.48073701842546,30.77348066298342
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,7,10.65326633165829,35.19337016574585
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,8,11.993299832495811,39.613259668508285
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,9,13.165829145728642,44.033149171270715
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,10,14.338358458961475,48.453038674033145
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,11,15.678391959798995,52.87292817679557
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,12,17.018425460636514,57.292817679558006
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,13,18.525963149078727,61.712707182320436
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,14,20.033500837520936,66.13259668508287
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,15,21.20603015075377,70.55248618784529
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,16,22.3785594639866,74.97237569060773
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,17,23.718592964824122,79.39226519337015
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,18,25.058626465661643,83.8121546961326
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,19,26.398659966499164,88.23204419889503
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,20,27.738693467336685,92.65193370165744
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,21,29.078726968174205,97.07182320441989
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,22,30.418760469011726,101.49171270718232
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,23,31.758793969849247,105.91160220994475
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,24,33.098827470686764,110.33149171270718
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,25,34.10385259631491,114.7513812154696
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,26,35.44388609715243,119.17127071823204
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,27,36.78391959798995,123.59116022099447
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,28,38.12395309882747,128.0110497237569
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,29,39.798994974874375,132.43093922651934
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,30,41.139028475711896,136.85082872928174
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,31,42.47906197654942,141.27071823204417
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,32,43.48408710217756,145.69060773480663
batch1/case11/figure_4__panel_a/curve_1,10.1002/adma.202006965,33,44.15410385259632,147.90055248618782
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,0,1.4405360134003342,4.254143646408834
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,1,1.9430485762144045,8.674033149171265
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,2,2.445561139028475,13.093922651933696
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,3,2.7805695142378553,17.513812154696126
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,4,3.4505862646566157,21.933701657458556
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,5,3.953098827470686,26.35359116022099
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,6,4.623115577889447,30.77348066298342
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,7,5.125628140703517,35.19337016574585
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,8,5.7956448911222775,39.613259668508285
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,9,6.800670016750418,44.033149171270715
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,10,7.470686767169179,48.453038674033145
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,11,8.140703517587939,52.87292817679557
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,12,8.8107202680067,57.292817679558006
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,13,9.98324958123953,61.712707182320436
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,14,10.4857621440536,66.13259668508287
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,15,11.490787269681741,70.55248618784529
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,16,12.160804020100501,74.97237569060773
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,17,12.830820770519262,79.39226519337015
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,18,13.835845896147402,83.8121546961326
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,19,14.840871021775545,88.23204419889503
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,20,15.510887772194305,92.65193370165744
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,21,16.515912897822446,97.07182320441989
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,22,17.185929648241206,101.49171270718232
batch1/case11/figure_4__panel_a/curve_2,10.1002/adma.202006965,23,18.190954773869347,105.91160220994475
