curve_uid,paper_key,paper_title,figure_id,panel_id,curve_label,condition_label,regime_class,current_density_basis,eta_rule,selected_current_sign,canonical_fit_eligible,fit_point_count,j_min_mA,j_max_mA,y_min_mV,y_max_mV
batch0/case10/figure_4__panel_a/curve_1,10.1002/adma.202412541,Topologically Close-Packed Frank-Kasper C15 Phase Intermetallic Ir Alloy Electrocatalysts Enables High-Performance Proton Exchange Membrane Water Electrolyzer,figure_4,a,Ir/C,Ir/C,acidic,True,minus_E_RHE_negative_branch,-1.0,True,35,0.4530011325028297,98.75424688561722,38.639053254437876,85.68047337278108
batch0/case10/figure_4__panel_a/curve_2,10.1002/adma.202412541,Topologically Close-Packed Frank-Kasper C15 Phase Intermetallic Ir Alloy Electrocatalysts Enables High-Performance Proton Exchange Membrane Water Electrolyzer,figure_4,a,Pt/C,Pt/C,acidic,True,minus_E_RHE_negative_branch,-1.0,True,28,2.0385050962627393,99.1506228765572,11.124260355029593,46.03550295857989
batch0/case10/figure_4__panel_a/curve_3,10.1002/adma.202412541,Topologically Close-Packed Frank-Kasper C15 Phase Intermetallic Ir Alloy Electrocatalysts Enables High-Performance Proton Exchange Membrane Water Electrolyzer,figure_4,a,A1-Ir2Ce/C,A1-Ir2Ce/C,acidic,True,minus_E_RHE_negative_branch,-1.0,True,32,0.45300113250282975,98.35787089467725,24.142011834319536,75.62130177514793
batch0/case10/figure_4__panel_a/curve_4,10.1002/adma.202412541,Topologically Close-Packed Frank-Kasper C15 Phase Intermetallic Ir Alloy Electrocatalysts Enables High-Performance Proton Exchange Membrane Water Electrolyzer,figure_4,a,C15-Ir2Ce/C,C15-Ir2Ce/C,acidic,True,minus_E_RHE_negative_branch,-1.0,True,21,2.4348810872027165,99.1506228765572,2.8402366863905395,26.508875739644978
batch0/case10/figure_4__panel_b/curve_1,10.1002/adma.202412541,Topologically Close-Packed Frank-Kasper C15 Phase Intermetallic Ir Alloy Electrocatalysts Enables High-Performance Proton Exchange Membrane Water Electrolyzer,figure_4,b,Ir/C,Ir/C,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,49,0.607787274453939,99.92402659069326,8.896797153024911,151.2455516014235
batch0/case10/figure_4__panel_b/curve_2,10.1002/adma.202412541,Topologically Close-Packed Frank-Kasper C15 Phase Intermetallic Ir Alloy Electrocatalysts Enables High-Performance Proton Exchange Membrane Water Electrolyzer,figure_4,b,Pt/C,Pt/C,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,30,4.197530864197529,99.52516619183285,11.269276393831555,97.27164887307238
batch0/case10/figure_4__panel_b/curve_3,10.1002/adma.202412541,Topologically Close-Packed Frank-Kasper C15 Phase Intermetallic Ir Alloy Electrocatalysts Enables High-Performance Proton Exchange Membrane Water Electrolyzer,figure_4,b,A1-Ir2Ce/C,A1-Ir2Ce/C,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,35,0.607787274453939,99.92402659069326,2.3724792408066433,103.20284697508899
batch0/case10/figure_4__panel_b/curve_4,10.1002/adma.202412541,Topologically Close-Packed Frank-Kasper C15 Phase Intermetallic Ir Alloy Electrocatalysts Enables High-Performance Proton Exchange Membrane Water Electrolyzer,figure_4,b,C15-Ir2Ce/C,C15-Ir2Ce/C,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,25,2.2032288698955345,99.72459639126306,1.7793594306049825,58.718861209964416
batch0/case10/figure_4__panel_c/curve_1,10.1002/adma.202412541,Topologically Close-Packed Frank-Kasper C15 Phase Intermetallic Ir Alloy Electrocatalysts Enables High-Performance Proton Exchange Membrane Water Electrolyzer,figure_4,c,Ir/C,Ir/C,buffered,True,minus_E_RHE_negative_branch,-1.0,True,41,0.27859430526915757,59.24406616066336,1.016552150630256,459.28592342065014
batch0/case10/figure_4__panel_c/curve_2,10.1002/adma.202412541,Topologically Close-Packed Frank-Kasper C15 Phase Intermetallic Ir Alloy Electrocatalysts Enables High-Performance Proton Exchange Membrane Water Electrolyzer,figure_4,c,Pt/C,Pt/C,buffered,True,minus_E_RHE_negative_branch,-1.0,True,30,4.209625762295437,59.4897556267275,21.12868756686937,230.86952833622016
batch0/case10/figure_4__panel_c/curve_3,10.1002/adma.202412541,Topologically Close-Packed Frank-Kasper C15 Phase Intermetallic Ir Alloy Electrocatalysts Enables High-Performance Proton Exchange Membrane Water Electrolyzer,figure_4,c,A1-Ir2Ce/C,A1-Ir2Ce/C,buffered,True,minus_E_RHE_negative_branch,-1.0,True,36,2.48979949984644,59.366910893695426,18.255525364549495,329.99362431625576
batch0/case10/figure_4__panel_c/curve_4,10.1002/adma.202412541,Topologically Close-Packed Frank-Kasper C15 Phase Intermetallic Ir Alloy Electrocatalysts Enables High-Performance Proton Exchange Membrane Water Electrolyzer,figure_4,c,C15-Ir2Ce/C,C15-Ir2Ce/C,buffered,True,minus_E_RHE_negative_branch,-1.0,True,26,1.5070416355898701,59.24406616066336,3.8897143529501297,111.6332969399454
batch0/case11/figure_9__panel_a/curve_3,10.1002/adma.202418527,3D-Porous Electrocatalyst with Tip-Enhanced Electric Field Effect Enables High-Performance Proton Exchange Membrane Water Electrolyzer,figure_9,a,Pt/TiAl-nanocube,Pt/TiAl-nanocube,acidic,True,minus_E_RHE_negative_branch,-1.0,True,45,0.2563884879870941,21.225910518719754,2.9825548677546174,300.11254924029265
batch0/case11/figure_9__panel_a/curve_4,10.1002/adma.202418527,3D-Porous Electrocatalyst with Tip-Enhanced Electric Field Effect Enables High-Performance Proton Exchange Membrane Water Electrolyzer,figure_9,a,Pt/TiAl-nanocone,Pt/TiAl-nanocone,acidic,True,minus_E_RHE_negative_branch,-1.0,True,33,0.9355632906019171,39.52118176415655,7.484524479459739,210.0731570061902
batch0/case12/figure_3__panel_a/curve_1,10.1002/adma.202419360,Enhanced Hydrogen Evolution Reaction in Alkaline Media via Ruthenium-Chromium Atomic Pairs Modified Ruthenium Nanoparticles,figure_3,a,RuNPs-RuCrAPs-N-C,RuNPs-RuCrAPs-N-C,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,18,3.2894736842105265,38.94736842105263,2.538607996615196,103.02517452929979
batch0/case12/figure_3__panel_a/curve_2,10.1002/adma.202419360,Enhanced Hydrogen Evolution Reaction in Alkaline Media via Ruthenium-Chromium Atomic Pairs Modified Ruthenium Nanoparticles,figure_3,a,Pt/C,Pt/C,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,38,3.947368421052632,39.73684210526316,2.538607996615196,118.89147450814473
batch0/case12/figure_3__panel_a/curve_3,10.1002/adma.202419360,Enhanced Hydrogen Evolution Reaction in Alkaline Media via Ruthenium-Chromium Atomic Pairs Modified Ruthenium Nanoparticles,figure_3,a,RuNPs-RuSAs-N-C,RuNPs-RuSAs-N-C,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,19,3.5526315789473686,39.3421052631579,2.538607996615196,171.77914110429455
batch0/case12/figure_4__panel_a/curve_1,10.1002/adma.202419360,Enhanced Hydrogen Evolution Reaction in Alkaline Media via Ruthenium-Chromium Atomic Pairs Modified Ruthenium Nanoparticles,figure_4,a,RuNPs-RuCrAPs-N-C,RuNPs-RuCrAPs-N-C,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,17,1.9263089851325153,29.98060762766645,3.630568835307942,92.3162197741287
batch0/case12/figure_4__panel_a/curve_2,10.1002/adma.202419360,Enhanced Hydrogen Evolution Reaction in Alkaline Media via Ruthenium-Chromium Atomic Pairs Modified Ruthenium Nanoparticles,figure_4,a,RuNPs-RuSAs-N-C,RuNPs-RuSAs-N-C,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,21,1.0213316095669043,29.915966386554622,4.323425483267479,170.6090209935564
batch0/case12/figure_4__panel_a/curve_3,10.1002/adma.202419360,Enhanced Hydrogen Evolution Reaction in Alkaline Media via Ruthenium-Chromium Atomic Pairs Modified Ruthenium Nanoparticles,figure_4,a,RuNPs-N-C,RuNPs-N-C,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,36,0.762766645119587,29.98060762766645,0.8591422434697931,194.8590036721402
batch0/case13/figure_2__panel_a/curve_1,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_2,a,HEA-2.81,HEA-2.81,acidic,True,minus_E_RHE_negative_branch,-1.0,True,24,13.068277134708934,98.67471900687804,104.82611781405254,281.68914123491845
batch0/case13/figure_2__panel_a/curve_2,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_2,a,HEA-3.14,HEA-3.14,acidic,True,minus_E_RHE_negative_branch,-1.0,True,28,8.84079852373762,97.6178493541352,54.15188076650108,261.81689141234926
batch0/case13/figure_2__panel_a/curve_3,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_2,a,HEA-4.74,HEA-4.74,acidic,True,minus_E_RHE_negative_branch,-1.0,True,32,4.965609797013916,99.37929877537326,51.171043293115694,305.5358410220015
batch0/case13/figure_2__panel_a/curve_4,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_2,a,HEA-4.88,HEA-4.88,acidic,True,minus_E_RHE_negative_branch,-1.0,True,26,10.954537829223277,99.73158865962087,83.96025550035488,330.376153300213
batch0/case13/figure_2__panel_a/curve_5,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_2,a,HEA-5.74,HEA-5.74,acidic,True,minus_E_RHE_negative_branch,-1.0,True,26,8.48850863949001,99.73158865962087,68.06245564229951,298.58055358410223
batch0/case13/figure_3__panel_a/curve_1,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_3,a,NP-HEA-3.14,NP-HEA-3.14,acidic,True,minus_E_RHE_negative_branch,-1.0,True,28,7.567377754367481,96.79571591607409,14.814814814814817,133.33333333333337
batch0/case13/figure_3__panel_a/curve_2,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_3,a,NP-Ru,NP-Ru,acidic,True,minus_E_RHE_negative_branch,-1.0,True,35,6.203142832060395,96.79571591607409,0.0,231.11111111111114
batch0/case13/figure_3__panel_a/curve_3,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_3,a,NP-Au,NP-Au,acidic,True,minus_E_RHE_negative_branch,-1.0,True,38,5.908173119129135,97.90185233956632,23.555555555555568,306.6666666666667
batch0/case13/figure_3__panel_a/curve_4,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_3,a,NP-Pt,NP-Pt,acidic,True,minus_E_RHE_negative_branch,-1.0,True,33,6.203142832060395,99.37670090422263,1.1851851851852022,217.77777777777783
batch0/case13/figure_3__panel_a/curve_5,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_3,a,NP-Rh,NP-Rh,acidic,True,minus_E_RHE_negative_branch,-1.0,True,19,5.908173119129135,96.79571591607409,17.6296296296296,277.03703703703707
batch0/case13/figure_3__panel_a/curve_6,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_3,a,Pt/C,Pt/C,acidic,True,minus_E_RHE_negative_branch,-1.0,True,22,6.498112544991659,99.63479940303748,12.962962962962964,309.4814814814815
batch0/case13/figure_3__panel_a/curve_7,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_3,a,Rh/C,Rh/C,acidic,True,minus_E_RHE_negative_branch,-1.0,True,18,12.655605302431741,97.53314019840225,125.92592592592594,417.7777777777779
batch0/case13/figure_3__panel_a/curve_8,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_3,a,NP-Pd,NP-Pd,acidic,True,minus_E_RHE_negative_branch,-1.0,True,25,7.677991396716703,98.2705644807304,98.81481481481481,465.1851851851853
batch0/case13/figure_3__panel_b/curve_1,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_3,b,NP-HEA-3.14,NP-HEA-3.14,acidic,True,minus_E_RHE_negative_branch,-1.0,True,18,3.2472324723247064,466.7158671586716,33.2837617732454,211.74137808937036
batch0/case13/figure_3__panel_b/curve_2,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_3,b,NP-Ru,NP-Ru,acidic,True,minus_E_RHE_negative_branch,-1.0,True,20,71.14391143911438,484.4280442804428,208.7670844841016,541.8879682742015
batch0/case13/figure_3__panel_b/curve_3,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_3,b,NP-Au,NP-Au,acidic,True,minus_E_RHE_negative_branch,-1.0,True,21,3.2472324723247064,499.1881918819188,125.48686353657662,535.939381063664
batch0/case13/figure_3__panel_b/curve_4,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_3,b,NP-Pt,NP-Pt,acidic,True,minus_E_RHE_negative_branch,-1.0,True,22,20.959409594095924,496.2361623616236,116.56398272077037,711.4227037745202
batch0/case13/figure_3__panel_b/curve_5,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_3,b,NP-Rh,NP-Rh,acidic,True,minus_E_RHE_negative_branch,-1.0,True,19,9.151291512915112,490.3321033210332,125.48686353657662,723.3198781955952
batch0/case13/figure_3__panel_b/curve_6,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_3,b,Pt/C,Pt/C,acidic,True,minus_E_RHE_negative_branch,-1.0,True,28,20.959409594095924,490.3321033210332,42.20664258905164,756.0371078535513
batch0/case13/figure_3__panel_b/curve_7,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_3,b,Rh/C,Rh/C,acidic,True,minus_E_RHE_negative_branch,-1.0,True,20,29.815498154981533,475.5719557195572,253.38148856313282,640.0396572480702
batch0/case13/figure_3__panel_b/curve_8,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_3,b,NP-Pd,NP-Pd,acidic,True,minus_E_RHE_negative_branch,-1.0,True,17,3.2472324723247064,153.80073800738006,54.10381701012664,553.7851426952765
batch0/case13/figure_3__panel_h/curve_1,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_3,h,Before the cycle,Before the cycle,acidic,True,minus_E_RHE_negative_branch,-1.0,True,11,73.9652150465147,489.227450451665,195.7819775403999,634.0180772391126
batch0/case13/figure_3__panel_h/curve_2,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_3,h,After 7000 cycles,After 7000 cycles,acidic,True,minus_E_RHE_negative_branch,-1.0,True,9,73.9652150465147,479.78967237427526,195.7819775403999,634.0180772391126
batch0/case13/figure_3__panel_h/curve_3,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_3,h,After 10000 cycles,After 10000 cycles,acidic,True,minus_E_RHE_negative_branch,-1.0,True,12,64.52743696912492,489.227450451665,195.7819775403999,721.6652971788551
batch0/case13/figure_3__panel_h/curve_4,10.1002/adma.202420173,Size-Controllable High-Entropy Alloys Toward Stable Hydrogen Production at Industrial-Scale Current Densities,figure_3,h,After 15000 cycles,After 15000 cycles,acidic,True,minus_E_RHE_negative_branch,-1.0,True,16,26.7763246595658,498.6652285290548,151.95836757052865,809.3125171185976
batch0/case14/figure_5__a/curve_1,10.1002/adma.202501586,In Situ Grown RuNi Alloy on ZrNiNx as a Bifunctional Electrocatalyst Boosts Industrial Water Splitting,figure_5,a,RuNi/ZrNiNx,RuNi/ZrNiNx,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,6,75.29411764705878,428.235294117647,46.49947753396023,137.40856844305114
batch0/case14/figure_5__a/curve_2,10.1002/adma.202501586,In Situ Grown RuNi Alloy on ZrNiNx as a Bifunctional Electrocatalyst Boosts Industrial Water Splitting,figure_5,a,Ni/ZrNiNx,Ni/ZrNiNx,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,8,90.98039215686269,459.60784313725486,206.37408568443044,356.8443051201671
batch0/case14/figure_5__a/curve_3,10.1002/adma.202501586,In Situ Grown RuNi Alloy on ZrNiNx as a Bifunctional Electrocatalyst Boosts Industrial Water Splitting,figure_5,a,Ni/NiNx,Ni/NiNx,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,9,98.82352941176465,494.90196078431364,259.6656217345872,447.75339602925806
batch0/case14/figure_5__a/curve_4,10.1002/adma.202501586,In Situ Grown RuNi Alloy on ZrNiNx as a Bifunctional Electrocatalyst Boosts Industrial Water Splitting,figure_5,a,Pt/C (20 wt%),Pt/C (20 wt%),alkaline,True,minus_E_RHE_negative_branch,-1.0,True,17,4.705882352941132,432.156862745098,55.903866248693774,457.1577847439916
batch0/case14/figure_5__i/curve_1,10.1002/adma.202501586,In Situ Grown RuNi Alloy on ZrNiNx as a Bifunctional Electrocatalyst Boosts Industrial Water Splitting,figure_5,i,1 st,1 st,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,10,25.15723270440254,457.54716981132077,7.891156462585005,110.74829931972788
batch0/case14/figure_5__i/curve_2,10.1002/adma.202501586,In Situ Grown RuNi Alloy on ZrNiNx as a Bifunctional Electrocatalyst Boosts Industrial Water Splitting,figure_5,i,1000 th cycles,1000 th cycles,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,12,17.29559748427675,457.54716981132077,1.3605442176870441,127.07482993197277
batch0/case15/figure_3__panel_a/curve_niw,10.1002/adma.202503742,Dual Active Site Engineering in Porous NiW Bimetallic Alloys for Enhanced Alkaline Hydrogen Evolution Reaction,figure_3,a,NiW,NiW,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,14,23.424334344455783,469.3292888439502,16.901408450704228,200.00000000000003
batch0/case15/figure_3__panel_a/curve_nm,10.1002/adma.202503742,Dual Active Site Engineering in Porous NiW Bimetallic Alloys for Enhanced Alkaline Hydrogen Evolution Reaction,figure_3,a,NM,NM,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,21,26.96326255476923,462.2514324233233,371.83098591549305,653.5211267605636
batch0/case15/figure_3__panel_a/curve_pn,10.1002/adma.202503742,Dual Active Site Engineering in Porous NiW Bimetallic Alloys for Enhanced Alkaline Hydrogen Evolution Reaction,figure_3,a,PN,PN,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,18,12.80754971351544,479.94607347489057,156.33802816901414,402.8169014084508
batch0/case15/figure_3__panel_a/curve_ptfoil,10.1002/adma.202503742,Dual Active Site Engineering in Porous NiW Bimetallic Alloys for Enhanced Alkaline Hydrogen Evolution Reaction,figure_3,a,Pt foil,Pt foil,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,22,2.190765082575097,490.5628581058309,23.94366197183099,326.7605633802818
batch0/case15/figure_3__panel_a/curve_rn,10.1002/adma.202503742,Dual Active Site Engineering in Porous NiW Bimetallic Alloys for Enhanced Alkaline Hydrogen Evolution Reaction,figure_3,a,RN,RN,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,20,12.80754971351544,476.4071452645771,188.7323943661972,456.33802816901414
batch0/case15/figure_3__panel_a/curve_wm,10.1002/adma.202503742,Dual Active Site Engineering in Porous NiW Bimetallic Alloys for Enhanced Alkaline Hydrogen Evolution Reaction,figure_3,a,WM,WM,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,17,2.190765082575097,448.09571958206953,312.6760563380282,594.3661971830987
batch0/case16/figure_2__panel_a/curve_1,10.1002/adma.202507525,An Interlayer Anchored NiMo/MoO2 Electrocatalyst for Hydrogen Evolution Reaction in Anion Exchange Membrane Water Electrolysis at High Current Density,figure_2,a,NiMo/Int/NF,NiMo/Int/NF,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,6,127.27272727272727,490.90909090909093,24.226110363391584,48.45222072678324
batch0/case16/figure_2__panel_a/curve_2,10.1002/adma.202507525,An Interlayer Anchored NiMo/MoO2 Electrocatalyst for Hydrogen Evolution Reaction in Anion Exchange Membrane Water Electrolysis at High Current Density,figure_2,a,NiMo/NF,NiMo/NF,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,7,54.54545454545455,418.1818181818182,26.917900403768435,75.37012113055175
batch0/case16/figure_2__panel_a/curve_3,10.1002/adma.202507525,An Interlayer Anchored NiMo/MoO2 Electrocatalyst for Hydrogen Evolution Reaction in Anion Exchange Membrane Water Electrolysis at High Current Density,figure_2,a,Pt/C,Pt/C,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,14,90.90909090909092,490.90909090909093,43.06864064602954,193.80888290713318
batch0/case17/figure_3__panel_A/curve_darkblue_homoc_lcs,10.1002/adma.202515230,Enhancing Field Effects of Single-Atom Ru/Lignin Carbon Nanoreactors for Electrocatalytic Hydrogen Evolution by Continuous Heterogeneous Curvature,figure_3,a,HomoC-LCS,HomoC-LCS,alkaline,True,positive_E_RHE_branch,-1.0,True,9,86.66232921275207,453.6109303838646,66.97247706422019,178.89908256880736
batch0/case17/figure_3__panel_A/curve_green_coml_pt_c,10.1002/adma.202515230,Enhancing Field Effects of Single-Atom Ru/Lignin Carbon Nanoreactors for Electrocatalytic Hydrogen Evolution by Continuous Heterogeneous Curvature,figure_3,a,Coml Pt/C,Coml Pt/C,alkaline,True,positive_E_RHE_branch,-1.0,True,20,8.588158750813228,477.0331815224463,8.256880733944955,312.8440366972477
batch0/case17/figure_3__panel_A/curve_lightblue_coml_ru_c,10.1002/adma.202515230,Enhancing Field Effects of Single-Atom Ru/Lignin Carbon Nanoreactors for Electrocatalytic Hydrogen Evolution by Continuous Heterogeneous Curvature,figure_3,a,Coml Ru/C,Coml Ru/C,alkaline,True,positive_E_RHE_branch,-1.0,True,10,24.983734547820397,496.551724137931,45.87155963302752,235.7798165137615
batch0/case17/figure_3__panel_A/curve_red_heterc_lcs,10.1002/adma.202515230,Enhancing Field Effects of Single-Atom Ru/Lignin Carbon Nanoreactors for Electrocatalytic Hydrogen Evolution by Continuous Heterogeneous Curvature,figure_3,a,HeterC-LCS,HeterC-LCS,alkaline,True,positive_E_RHE_branch,-1.0,True,10,71.0474951203643,492.6480156148341,35.77981651376147,122.01834862385321
batch0/case18/figure_4__panel_a/curve_mc1,10.1002/adma.202515697,Direct Writing of Oxygen-Doped Mo2C Enabled by Low-Temperature Laser Deposition for High-Performance Acidic Hydrogen Evolution Reaction,figure_4,a,MC-1,MC-1,acidic,True,minus_E_RHE_negative_branch,-1.0,True,14,0.3905487209529666,496.5826986916618,55.12010113780014,262.4525916561314
batch0/case18/figure_4__panel_a/curve_mc2,10.1002/adma.202515697,Direct Writing of Oxygen-Doped Mo2C Enabled by Low-Temperature Laser Deposition for High-Performance Acidic Hydrogen Evolution Reaction,figure_4,a,MC-2,MC-2,acidic,True,minus_E_RHE_negative_branch,-1.0,True,19,4.491310290958824,471.9781292716266,136.03034134007575,318.07838179519587
batch0/case18/figure_4__panel_a/curve_mc3,10.1002/adma.202515697,Direct Writing of Oxygen-Doped Mo2C Enabled by Low-Temperature Laser Deposition for High-Performance Acidic Hydrogen Evolution Reaction,figure_4,a,MC-3,MC-3,acidic,True,minus_E_RHE_negative_branch,-1.0,True,14,4.491310290958824,496.5826986916618,161.3147914032869,305.4361567635903
batch0/case18/figure_4__panel_a/curve_ptc,10.1002/adma.202515697,Direct Writing of Oxygen-Doped Mo2C Enabled by Low-Temperature Laser Deposition for High-Performance Acidic Hydrogen Evolution Reaction,figure_4,a,Pt/C,Pt/C,acidic,True,minus_E_RHE_negative_branch,-1.0,True,11,4.491310290958824,496.5826986916618,29.835651074589016,262.4525916561314
batch0/case19/figure_4__panel_a/curve_1,10.1002/adma.202517922,Amorphous/Crystalline Heterojunction Engineered High-Density Strain in RuSeTe for Efficient Alkaline Hydrogen Evolution Reaction,figure_4,a,Pt/C,Pt/C,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,29,2.5462317628473166,98.55961341882724,21.036700718879978,243.5111615588346
batch0/case19/figure_4__panel_a/curve_2,10.1002/adma.202517922,Amorphous/Crystalline Heterojunction Engineered High-Density Strain in RuSeTe for Efficient Alkaline Hydrogen Evolution Reaction,figure_4,a,RST-Fresh,RST-Fresh,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,32,2.5462317628473166,82.94768144224514,59.17517972001506,354.7483919788119
batch0/case19/figure_4__panel_a/curve_3,10.1002/adma.202517922,Amorphous/Crystalline Heterojunction Engineered High-Density Strain in RuSeTe for Efficient Alkaline Hydrogen Evolution Reaction,figure_4,a,RST-300°C,RST-300°C,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,20,4.107424960505527,97.77901681999813,0.3783579265984762,90.95724555429429
batch0/case19/figure_4__panel_a/curve_4,10.1002/adma.202517922,Amorphous/Crystalline Heterojunction Engineered High-Density Strain in RuSeTe for Efficient Alkaline Hydrogen Evolution Reaction,figure_4,a,RST-600°C,RST-600°C,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,29,1.3753368646036592,98.9499117182418,1.9674612183124378,288.00605372682554
batch0/case19/figure_4__panel_g/curve_1,10.1002/adma.202517922,Amorphous/Crystalline Heterojunction Engineered High-Density Strain in RuSeTe for Efficient Alkaline Hydrogen Evolution Reaction,figure_4,g,Initial,Initial,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,24,4.286027277208743,49.433094155666325,2.061855670103122,61.34020618556704
batch0/case19/figure_4__panel_g/curve_2,10.1002/adma.202517922,Amorphous/Crystalline Heterojunction Engineered High-Density Strain in RuSeTe for Efficient Alkaline Hydrogen Evolution Reaction,figure_4,g,After 2000 cycles,After 2000 cycles,alkaline,True,minus_E_RHE_negative_branch,-1.0,True,17,10.133099633017475,48.857972284603164,23.969072164948482,65.20618556701034
batch0/case2/figure_6__panel_a/curve_20wt_ptc,10.1002/adma.202312724,Designable Photo-Responsive Micron-Scale Ultrathin Peptoid Nanobelts for Enhanced Performance on Hydrogen Evolution Reaction,figure_6,a,20 wt% Pt/C,20 wt% Pt/C,other_or_unclear,True,minus_E_RHE_negative_branch,-1.0,True,17,1.2813571557480647,46.7605125428623,1.9667170953101705,35.8547655068079
batch0/case2/figure_6__panel_a/curve_pt_te_pnss,10.1002/adma.202312724,Designable Photo-Responsive Micron-Scale Ultrathin Peptoid Nanobelts for Enhanced Performance on Hydrogen Evolution Reaction,figure_6,a,Pt/TE-PNSs,Pt/TE-PNSs,other_or_unclear,True,minus_E_RHE_negative_branch,-1.0,True,51,1.2813571557480647,49.79245623533659,14.674735249621818,120.57488653555222
batch0/case2/figure_6__panel_a/curve_pt_te_utpnbs,10.1002/adma.202312724,Designable Photo-Responsive Micron-Scale Ultrathin Peptoid Nanobelts for Enhanced Performance on Hydrogen Evolution Reaction,figure_6,a,Pt/TE-UTPNBs,Pt/TE-UTPNBs,other_or_unclear,True,minus_E_RHE_negative_branch,-1.0,True,22,1.091860674968422,49.79245623533659,8.320726172465996,52.79878971255676
