condition,eta_mV,n_families,all_families_supported,n_families_supported,common_support_min_mV,common_support_max_mV,X_V_mean,X_V_sd,X_H_mean,X_H_sd,X_T_mean,X_T_sd
acid,36.0,4,True,4,4.94542072980592,192.1075672620645,0.3029430505716717,0.1419525492445234,0.0475344811253635,0.0149369627101164,0.6495224678147032,0.127495949049652
acid,36.5,4,True,4,4.94542072980592,192.1075672620645,0.3052351982014006,0.1413876276810603,0.0473931901710661,0.0147804664344405,0.6473716111385364,0.1270729873586505
acid,37.0,4,True,4,4.94542072980592,192.1075672620645,0.307515599376612,0.1408043650369055,0.0472560838648966,0.0146254256823251,0.6452283162689809,0.1266306477471147
acid,37.5,4,True,4,4.94542072980592,192.1075672620645,0.3097837229016353,0.1402030772221513,0.0471231483761269,0.0144718346118299,0.6430931282318392,0.1261692419907286
acid,38.0,4,True,4,4.94542072980592,192.1075672620645,0.3120390411937568,0.1395840886941826,0.046994370011294,0.0143196872828911,0.6409665883048282,0.1256890906464109
acid,38.5,4,True,4,4.94542072980592,192.1075672620645,0.3142810306311083,0.1389477321119938,0.0468697352129232,0.0141689776574072,0.638849233665098,0.1251905227146901
acid,39.0,4,True,4,4.94542072980592,192.1075672620645,0.3165091719161544,0.1382943479721216,0.0467492305608468,0.0140196995892038,0.6367415970328916,0.1246738752770371
acid,39.5,4,True,4,4.94542072980592,192.1075672620645,0.3187229504088215,0.1376242842507469,0.0466328427772416,0.013871846828895,0.6346442063224211,0.1241394931381078
acid,40.0,4,True,4,4.94542072980592,192.1075672620645,0.3209218564812279,0.1369378960170123,0.0465205587279956,0.013725413020839,0.6325575842989067,0.1235877284511283
acid,40.5,4,True,4,4.94542072980592,192.1075672620645,0.3231053858449988,0.1362355450610282,0.0464123654217093,0.0135803916967721,0.6304822482412,0.1230189403441767
acid,41.0,4,True,4,4.94542072980592,192.1075672620645,0.3252730398814671,0.1355175995019857,0.0463082500163705,0.0134367762816757,0.6284187096100569,0.1224334945321436
acid,41.5,4,True,4,4.94542072980592,192.1075672620645,0.3274243259672529,0.134784433393906,0.0462081998200622,0.0132945600838575,0.6263674737200658,0.1218317629233975
acid,42.0,4,True,4,4.94542072980592,192.1075672620645,0.3295587577895539,0.1340364263264371,0.0461122022938769,0.0131537363020018,0.6243290394243108,0.1212141232254307
acid,42.5,4,True,4,4.94542072980592,192.1075672620645,0.3316758556516572,0.1332739630224118,0.0460202450528815,0.0130142980189833,0.6223038988033766,0.1205809585447572
acid,43.0,4,True,4,4.94542072980592,192.1075672620645,0.3337751467728314,0.1324974329317229,0.0459323158731525,0.0128762382027036,0.6202925368620632,0.1199326569793409
acid,43.5,4,True,4,4.94542072980592,192.1075672620645,0.3358561655803018,0.1317072298235709,0.0458484026893898,0.0127395497052481,0.6182954312377309,0.1192696112148684
acid,44.0,4,True,4,4.94542072980592,192.1075672620645,0.3379184539916979,0.1309037513724359,0.045768493602237,0.0126042252633804,0.6163130519130228,0.1185922181104182
acid,44.5,4,True,4,4.94542072980592,192.1075672620645,0.3399615616833661,0.1300873987507594,0.0456925768822085,0.0124702574993807,0.614345860941591,0.1179008782914423
acid,45.0,4,True,4,4.94542072980592,192.1075672620645,0.3419850463586352,0.1292585762134508,0.0456206409658182,0.012337638914795,0.6123943121838158,0.1171959957363483
acid,45.5,4,True,4,4.94542072980592,192.1075672620645,0.3439884739933271,0.1284176906910322,0.0455526744675554,0.0122063619008083,0.6104588510468731,0.1164779773654672
acid,46.0,4,True,4,4.94542072980592,192.1075672620645,0.3459714190842261,0.1275651513753399,0.0454886661773317,0.0120764187286589,0.6085399142464198,0.1157472326326754
acid,46.5,4,True,4,4.94542072980592,192.1075672620645,0.3479334648737799,0.1267013693191938,0.045428605068884,0.0119478015596082,0.6066379295649112,0.115004173114621
acid,47.0,4,True,4,4.94542072980592,192.1075672620645,0.3498742035764751,0.125826757022973,0.0453724802988372,0.01182050243916,0.6047533156330331,0.1142492121059901
acid,47.5,4,True,4,4.94542072980592,192.1075672620645,0.3517932365796963,0.1249417280428777,0.0453202812122597,0.0116945132982052,0.6028864817165837,0.1134827642212278
acid,48.0,4,True,4,4.94542072980592,192.1075672620645,0.3536901746481399,0.1240466965898359,0.0452719973470446,0.0115698259609049,0.6010378275137853,0.1127052449909599
