panel_uid,n_curves,D_range_mV,E_range_mV,E_zero_and_nonzero,E_pos_and_neg
batch2/case177/figure_4__panel_a,3,49.6491378768542,329.3640186884469,False,True
batch2/case178/figure_3__panel_a,4,271.64828340873277,219.7587316581313,True,True
batch2/case18/figure_4__panel_a,3,22.002683359733833,210.24630621555698,False,True
batch2/case18/figure_5__panel_a,4,126.34360153093826,277.5124212123019,False,True
batch2/case18/figure_6__panel_a,2,23.316126182832924,0.005667296888390183,False,False
batch2/case187/figure_4__d,4,55.98409779298182,300.6961563952306,True,True
batch2/case187/figure_4__e,2,37.37894824648613,195.92338239181453,True,False
batch2/case187/figure_4__i,3,143.1845956842989,9.970970040740212e-07,False,False
batch2/case187/figure_5__h,4,37.556285611025345,258.91247131398507,True,True
batch2/case187/figure_5__i,4,88.68577233619447,211.0933352655773,True,True
batch2/case187/figure_6__panel_m,2,68.0685772677677,204.7896301339241,True,False
batch2/case188/figure_3__panel_a,2,28.688757204680556,0.8411403066821668,False,False
batch2/case188/figure_3__panel_e,2,36.282849763468946,4.007371210643676,True,False
batch2/case189/figure_3__panel_a,2,104.70886163291273,98.781341069166,False,False
batch2/case19/figure_2__panel_A,3,220.1620265875914,190.04836978036846,False,False
batch2/case19/figure_2__panel_D,2,54.033808020194584,168.26490285721115,False,False
batch2/case192/figure_4__panel_a,4,75.4168418778483,391.0878444267837,False,True
batch2/case192/figure_5__panel_c,2,9.716628749589546,0.0006477782546028266,False,False
batch2/case196/figure_8__panel_A,2,6.358340962367535,0.0019428787487640875,False,False
batch2/case196/figure_8__panel_I,3,194.83225442366597,318.4963343359053,False,True
batch2/case197/figure_3__a,2,113.67071021415839,8.51118657103733,False,False
batch2/case197/figure_4__panel_a,4,53.921469643641814,184.08584838589192,True,True
batch2/case197/figure_4__panel_b,4,433.1815115724129,185.9514715979396,False,False
batch2/case20/figure_1__panel_d,6,93.48383655222784,294.50797483852466,False,True
batch2/case20/figure_3__panel_e,3,87.27744936903937,26.28669763989184,False,False
batch2/case20/figure_4__panel_a,2,33.62717260224495,8.871159232626269e-05,False,False
batch2/case202/figure_4__panel_a,4,33.352447807292094,254.76598513557457,False,True
batch2/case202/figure_5__panel_a,3,36.23145347022234,311.7491194296665,True,True
batch2/case202/figure_6__panel_f,2,12.27054036462986,288.73211278450185,False,True
batch2/case208/figure_3__panel_a,3,7.39376214876723,54.55405213143847,False,True
batch2/case208/figure_3__panel_e,2,8.787232500548047,214.76654187745356,False,True
batch2/case212/figure_3__panel_g,2,143.0586692292406,5.448211518449298,False,False
batch2/case214/figure_1__panel_f,2,178.27464677928657,177.63490950711486,False,False
batch2/case214/figure_4__panel_a,4,287.25042512357385,88.58404462295125,True,True
batch2/case214/figure_4__panel_c,2,128.88935276216242,91.20165096519314,False,False
batch2/case214/figure_5__panel_a,2,3.493599802267134,183.06317938123783,False,False
batch2/case215/figure_4__panel_a,2,48.45662300261789,318.96454952936347,False,True
batch2/case218/figure_4__panel_a,2,141.764257620436,399.1143323485851,False,True
batch2/case218/figure_4__panel_c,3,37.332581378795616,208.69799899083452,False,True
batch2/case223/figure_3__panel_a,2,84.49630222611745,14.799800708276049,True,False
batch2/case227/figure_3__panel_a,2,92.54119084335028,264.0082661300925,False,True
batch2/case229/figure_9__panel_l,3,112.9341563485705,204.66408961480863,True,False
batch2/case231/figure_4__panel_a,3,127.3631789411777,204.3680182543774,True,False
batch2/case231/figure_4__panel_e,3,45.085738732067114,16.603219533490687,True,False
