panel_uid,n_curves,D_range_mV,E_range_mV,E_zero_and_nonzero,E_pos_and_neg
batch4/case504/figure_3__panel_a,3,36.184013556770935,8.56158603666384,True,False
batch4/case507/figure_8__c,2,49.940915686465985,0.0004443655609520647,False,False
batch4/case524/figure_4__panel_a,2,32.519608163719575,235.11726815943126,False,True
batch4/case530/figure_3__panel_a,4,108.3485327141766,328.9583416033694,True,True
batch4/case537/figure_4__panel_a,4,270.2982015407376,184.66355424041154,False,True
batch4/case540/figure_3__a,2,197.68654675635133,15.321839348754438,False,False
batch4/case570/figure_4__panel_a,2,20.675172121192617,107.83158323044923,False,True
batch4/case573/figure_4__panel_b,2,16.066638984608602,0.10106160843318435,False,False
batch4/case582/figure_2__panel_a,5,142.48670275911866,219.66811889172527,True,True
batch4/case582/figure_2__panel_c,2,36.11463145195694,1.775070444409721e-06,False,False
batch4/case589/figure_5__a,3,82.36254184816552,185.54779381980086,False,False
batch4/case591/figure_3__panel_b,4,114.12810809900465,228.95369534707763,False,True
batch4/case607/figure_3__a,4,114.82833967988998,16.571136805575748,False,False
batch4/case607/figure_3__d,7,239.2753205414333,203.82971936993033,True,False
batch4/case609/figure_7__panel_f,4,97.8381126381333,399.6700281128784,False,True
batch4/case616/figure_2__panel_a,3,222.2207171545969,394.6250282936264,False,True
batch4/case619/figure_6__a,2,54.95111457113435,399.99999997924124,False,True
batch4/case626/figure_3__panel_a,2,126.93667381994123,7.218253585961065e-07,False,False
batch4/case626/figure_3__panel_e,2,5.498860937379163,223.98738892044673,False,True
batch4/case628/figure_4__panel_e,3,47.53557636252082,166.77693374574724,False,False
batch4/case634/figure_4__panel_a,5,194.02674291235408,311.49951351427114,False,True
batch4/case638/figure_6__panel_c,2,4.656683324871146,44.121285409877665,True,False
batch4/case674/figure_4__g,5,163.59751451681484,336.8486233469979,False,True
batch4/case696/figure_7__panel_e,2,221.27876875322437,67.23746431215572,True,False
batch4/case696/figure_8__panel_g,3,259.3182512225486,345.0632884593405,False,True
batch4/case698/figure_3__panel_c,2,148.854442973495,249.7858987656374,False,True
batch5/case732/figure_3__a,2,6.94273676045799,13.98560835960508,True,False
batch5/case734/figure_2__panel_c,2,58.12434099494338,0.23176812109725375,False,False
batch5/case739/figure_2__g,2,62.881494035125215,2.6149680645072064,True,False
batch5/case747/figure_5__panel_a,4,261.12490094685785,231.1884808101532,True,True
batch5/case747/figure_5__panel_h,2,8.308151677982735,63.016121511846166,False,True
batch5/case748/figure_3__panel_a,3,6.67046088778885,12.707431951210182,False,False
batch5/case760/figure_3__panel_a,3,35.87144533870618,30.104521588140837,True,False
batch5/case767/figure_4__panel_c,3,23.719099295810476,174.98905053039002,False,False
batch5/case791/figure_3__panel_a,2,132.9923392742908,9.805015903313897,True,False
batch5/case791/figure_4__a,3,79.86024870013115,215.2879582545036,False,True
batch5/case799/figure_3__panel_a,4,62.28095635050198,31.3932679729906,False,False
batch5/case803/figure_3__panel_a,2,50.89057224685763,0.003201347020336698,False,False
batch5/case806/figure_4__panel_a,4,228.64272610058234,390.44094597057443,False,True
batch5/case822/figure_3__panel_a,3,229.3504732886622,251.8931156022411,True,True
batch5/case826/figure_5__panel_b,3,20.022456527740403,1.7852856636687662,False,False
batch5/case832/figure_6__panel_a,3,3.4959087138572613,11.989472094012957,True,False
batch5/case832/figure_6__panel_e,2,8.188723725702587,9.729840552321551,True,False
batch5/case834/figure_3__panel_b,3,103.98432103756664,74.62644281757782,True,False
batch5/case839/figure_3__a,3,232.48162116095645,243.6840657727132,False,True
batch5/case843/figure_3__a,4,94.46254168882207,265.1042768190864,True,True
batch5/case849/figure_4__panel_a,2,24.980265960619867,27.12065258895464,False,True
batch5/case855/figure_4__panel_d,4,190.4116325990584,104.25471964564176,False,False
batch5/case890/figure_3__panel_a,6,408.19294459481745,262.79946737238436,False,True
batch5/case892/figure_4__panel_f,3,113.60657886182918,10.515759872688221,True,False
batch6/case1021/figure_5__panel_b,3,77.75185758223418,202.77800801688892,True,False
batch6/case1024/figure_4__panel_d,3,128.6929911960434,250.784912535532,False,True
batch6/case1034/figure_4__panel_a,2,4.514319995897658,0.5610890740729264,False,False
batch6/case1037/figure_3__panel_a,2,6.662913111931573,28.77299750456528,True,False
batch6/case1049/figure_5__panel_a,2,146.02357113163976,149.48332543937704,False,False
batch6/case1053/figure_3__a,3,68.88874047735541,11.03119798951566,False,False
batch6/case1053/figure_4__d,4,56.38272044130596,225.06533143475005,False,True
batch6/case1053/figure_4__e,3,263.17493058527583,76.4555720421074,False,True
batch6/case1053/figure_4__f,4,74.89896447302473,13.216490209329514,True,False
batch6/case1053/figure_4__g,4,91.7205876331135,188.62081946848508,False,False
batch6/case1053/figure_4__h,6,96.64356140892889,52.69067468565057,True,True
batch6/case1073/figure_3__panel_a,2,10.167183330595883,16.524764893376503,True,False
batch6/case1073/figure_3__panel_e,3,49.13416986379039,8.17248223094846,False,False
batch6/case1082/figure_3__a,2,7.889749840707271,211.7126680935142,False,True
batch6/case1083/figure_5__panel_F,3,288.7984488855543,210.1438201373864,False,True
batch6/case1090/figure_4__panel_c,5,28.4643340728838,5.7086608621818336,False,False
batch6/case1091/figure_3__panel_a,3,46.293212024553014,190.20892301982883,False,False
batch6/case1095/figure_2__panel_a,6,92.93488877569015,217.48078902988382,False,True
batch6/case931/figure_3__panel_a,3,20.755269279699895,49.25246132271467,True,False
batch6/case957/figure_2__panel_D,3,57.84024778138624,377.04342827679216,False,True
batch6/case994/figure_4__panel_a,3,126.95263350889931,45.03953930136382,False,False
batch7/case1144/figure_2__panel_a,2,37.23623287047056,222.39007917734494,False,True
batch7/case1147/figure_4__panel_b,2,150.47716884629295,10.947003429556304,False,False
batch7/case1148/figure_4__panel_a,4,38.224884133829,14.06331161098207,False,False
batch7/case1153/figure_8__panel_e,2,81.52917362051775,324.8603841722146,False,True
batch7/case1153/figure_9__panel_b,2,78.80327312037019,1.4158487715576484e-07,False,False
batch7/case1178/figure_3__panel_a,2,30.999850091641463,33.04588722272606,False,True
batch7/case1195/figure_4__a,3,157.51192700759069,237.7367027821668,False,True
batch7/case1198/figure_4__panel_a,2,1.1694625524583451e-22,279.420273118821,False,True
batch7/case1199/figure_3__panel_a,3,80.19223609461265,31.232145985379073,True,False
batch7/case1206/figure_2__panel_a,3,1.6139489211555471,280.2548141850571,False,True
batch7/case1206/figure_2__panel_b,2,19.03742563770936,239.04745121547688,False,True
batch7/case1208/figure_3__panel_g,3,267.8010178424397,0.3113773514131992,False,False
batch7/case1221/figure_4__panel_a,2,84.74445799611348,107.57866562322081,False,True
batch7/case1226/figure_3__panel_F,2,158.77067550506598,51.06562611659741,False,True
batch7/case1226/figure_4__A_lower,3,68.68308230071219,206.98467087589958,False,True
batch7/case1226/figure_4__B_lower,3,71.90100867177253,18.55551765846567,True,False
batch8/case1490/figure_3__A,2,8.912483374239791,182.02452544855296,True,False
batch8/case1490/figure_3__D,2,3.9126785740552563,295.76234551759194,False,True
batch8/case1533/figure_3__panel_a,4,28.78583347464333,399.7866091578105,False,True
batch8/case1533/figure_3__panel_f,2,3.0971551911594837,364.46761324351803,False,True
batch8/case1561/figure_5__panel_b,3,23.848128153283685,283.4439925509379,False,True
batch8/case1565/figure_6__panel_a,2,28.51638381821865,1.436038363493758,False,False
batch8/case1568/figure_5__panel_b,2,0.05919361934452816,1.9617217822123845,False,False
batch8/case1587/figure_4__panel_a,4,60.39984058671239,21.605517562038315,True,True
batch8/case1587/figure_4__panel_e,6,35.67405006633327,24.48825554839747,True,True
batch8/case1594/figure_5__panel_a,2,67.74384268180465,26.562727939082137,True,False
batch8/case1605/figure_3__panel_a,3,129.39361147686614,50.03313201665325,False,False
batch8/case1618/figure_4__a,3,14.249555374231818,11.510783057858415,True,False
batch8/case1618/figure_5__panel_a,2,140.20902936284733,7.752970344385703,False,False
batch8/case1620/figure_4__panel_b,2,7.015513469840783e-19,5.829895189212541,False,False
batch8/case1620/figure_5__panel_a,2,5.848499103679046,223.86544647557122,False,True
batch8/case1620/figure_5__panel_b,4,119.46988179260485,78.75755979904376,False,True
batch8/case1620/figure_5__panel_c,2,13.341656037120082,15.458893226365227,False,False
batch8/case1632/figure_4__a,5,86.38804284787055,229.4516552331447,False,True
batch8/case1632/figure_5__b,5,67.27584122609909,7.846471508755686,False,False
batch8/case1647/figure_3__panel_a,3,73.54241290985524,5.668784862677967e-05,False,False
batch8/case1652/figure_7__panel_a,4,187.06600166895737,262.48077950509065,False,True
batch8/case1663/figure_4__panel_a,2,25.88825189174775,26.87750009257585,True,False
batch8/case1682/figure_5__panel_A,2,38.72542806759478,167.43258297160358,False,False
batch8/case1689/figure_5__panel_a,2,21.362994258571717,34.49702687459296,False,False
batch8/case1700/figure_5__panel_a,3,84.62330528949298,61.77470998981636,False,False
batch8/case1700/figure_7__panel_b,2,118.02730524903771,156.97192787937706,False,False
batch8/case1701/figure_5__panel_a,2,246.74044198631785,13.337411889011232,True,False
batch8/case1702/figure_3__panel_A,2,10.567272440791555,39.953523936096616,True,False
batch8/case1702/figure_3__panel_C,4,90.52282845641004,211.6333716250058,True,True
batch8/case1703/figure_7__panel_a,4,197.87345372066687,213.42672871574385,True,True
batch8/case1709/figure_5__panel_a,6,103.01862225743206,265.3957323174133,False,True
batch8/case1719/figure_3__a_middle,4,60.46748443749907,209.314142702577,True,True
batch8/case1719/figure_3__a_top,2,52.76014157016943,190.71024356952597,False,False
batch8/case1739/figure_4__panel_a,3,188.87371620473158,3.1030600950998632e-06,False,False
batch8/case1741/figure_3__panel_a,3,72.03498812475573,59.57996277813118,True,False
batch8/case1747/figure_4__panel_a,4,46.9195999807097,241.54870120300092,True,True
batch8/case1748/figure_4__panel_a,5,190.28654369084953,238.1550675533225,True,True
batch8/case1760/figure_2__panel_a,2,59.57858205782531,205.57900307647506,False,True
batch8/case1765/figure_4__panel_a,2,107.8440210387065,1.7716303091219743e-08,False,False
batch8/case1774/figure_3__panel_a,3,154.8429223271761,344.0829060632339,False,True
batch8/case1774/figure_4__panel_a,2,72.08614924378215,23.28004586685214,False,False
batch8/case1791/figure_3__panel_a,2,12.063995516150726,6.730107131503971,False,False
batch8/case1792/figure_6__panel_b,2,2.114298498009486,0.38966251729740975,False,False
batch8/case1796/figure_2__panel_a,2,26.855348717382434,0.00016422964765183679,False,False
batch8/case1800/figure_4__panel_a,3,56.55683721255588,234.1146565946672,False,True
batch8/case1800/figure_4__panel_e,3,78.70762898814664,20.609460949046838,True,False
batch8/case1810/figure_3__panel_A,3,53.773046244045155,21.658110461124494,True,False
batch8/case1821/figure_3__panel_a,3,42.92444963748987,10.458326280986963,True,False
batch8/case1830/figure_2__panel_a_left,4,343.1901299392052,140.6019607471403,False,False
batch8/case1830/figure_2__panel_a_right,3,92.85556358201362,332.10321260502366,True,True
batch8/case1831/figure_5__panel_a,2,33.95622708700252,12.073914659047688,False,True
batch8/case1836/figure_3__panel_a,3,113.29867132341005,204.363394305339,True,False
batch8/case1843/figure_3__panel_a,3,70.25839767608825,200.26411080518832,True,False
batch8/case1843/figure_3__panel_e,4,5.6674935460510945,14.052066077227991,True,True
batch8/case1844/figure_5__panel_d,2,6.248507331255567,160.94859333472604,False,False
